move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
12,B,47.24,52.76,O5,"O5 Q2 R2 P6 P5 Q4 R3 Q5 R5 N3 F4 E3 G4 P7 Q7",E3,O5 E3 F4 G5 L5 N5 D16 K5 C14 
13,W,46.20,53.80,E2,"E2 F2 G2 D2 F1 C3 F4 E5 R17 Q17 R16 R14 R15 Q15 S14 R18 S18 S15 Q18 S17 R19 S16 R18 S13 Q14 R13 O17 O14 M16 O6 R8 R7 S7",E2,E2 R5 
14,B,47.41,52.59,D4,"D4 C3 D2 C2 F2 D1 G3 R14 R12 P14 N16 R8 R7 Q8 P12 P6 R16 N12 H6 N14 L16 S15 O10",D4,D4 F2 F4 D2 
15,W,47.13,52.87,C3,"C3 D2 C2 F2 D1 G3 R14 R12 P14 O16 R8 R7 Q8 P12 P6 R15 S15 S16 N15 N16 M15 L17",C3,C3 C2 D2 
16,B,47.22,52.78,D2,"D2 D1 F2 C2 G3 R14 H6 O17 Q14 Q13 P14 R15 R16 N16 P18 P13 O13 O12 N14 N12 K16 P17 Q18 L15 Q15 L16",D2,D2 F2 
17,W,47.09,52.91,C2,"C2 F2 D1 G3 R14 H5 O17 Q14 Q13 P14 R15 R16 N16 P18 P13 O13 O12 N14 N12 P17 R8 R7 Q8",C2,C2 D1 
18,B,46.99,53.01,F2,"F2 D1 G3 R14 H5 O17 Q14 Q13 P14 R15 R16 N16 P18 P13 O13 O12 N14 N12 P17 R8 R7 Q8 J17",F2,F2 D16 
19,W,47.10,52.90,D1,"D1 G3 R14 H5 O17 Q14 Q13 P14 R15 R16 N16 P18 P13 O13 O12 N14 N12 K16 P17 Q18 L15 Q15 L16 K17 F17 G16 F16 G17 F15 C16",D1,D1 E1 
20,B,47.11,52.89,G3,"G3 R14 H5 O17 Q14 Q13 P14 R15 R16 N16 P18 P13 O13 O12 N14 N12 K16 P17 Q18 L15 Q15 L16 K17 F17 G16 F16 G17 F15 C16 D16 C15",G3,G3 D16 
21,W,46.61,53.39,R14,"R14 H5 O17 Q14 Q13 P14 R5 R6 Q5 S5 R16 R13 R15 Q12 Q17 P6 S13 P13 S12 C12",Q14,R14 O17 R17 R5 R8 Q8 
22,B,47.80,52.20,H5,"H5 O17 P14 P13 O14 Q13 O16 R17 R16 Q17 P16 N17 P17 P18 O18 Q18 N18",H6,H5 H6 Q12 J4 Q11 K5 J5 J6 O16 Q10 R12 N10 O17 R11 O11 O5 K6 N11 O10 N9 Q9 
23,W,46.62,53.38,O17,"O17 P14 Q13 P13 P12 Q15 Q11 R9 Q18 N16 N17 M16 L18 C15 E16 C12 K16 O12",O17,O17 O16 R5 H4 
24,B,47.10,52.90,O5,"P14 P13 O14 Q13 Q15 O13 O16 R5 R6 Q5 S5 P17 Q17 L17 P6 R9 M4 M3 N3 N4",O16,O5 P14 N2 R14 R12 C14 O6 M4 C13 C12 
25,W,44.56,55.44,N16,"N16 O15 P17 Q15 R18 Q11 R8 R7 S14 R17 S18 P13 Q12 P12 R11 R12 Q13 R10 S11 Q10",N16,N16 P17 H4 R17 
26,B,44.63,55.37,O15,"O15 P17 Q15 R18 Q11 R8 R7 S14 R17 S18 P13 Q12 P11 R11 R10 S10 R12 S11",O15,O15 P17 P14 
27,W,44.68,55.32,P17,"P17 Q15 R18 Q11 S14 R17 S18 P13 R8 R7 S7 S6 Q12 P11 R11 R10 R12 S10 P12 O12 O11 O10 N11 N12 M12 M13 M11 L13",P17,P17 Q17 P18 
28,B,44.61,55.39,Q15,"Q15 R18 R14 D12 L16 G16 M18 N18 M17 N17 M14 R13 Q13",Q15,Q15 Q17 
29,W,44.61,55.39,R18,"R18 R14 D12 L16 R13 Q13 R12 P14 R8 R7 Q8 O6 Q12",R10,R18 R17 Q17 H4 R8 
30,B,47.63,52.37,R8,"R8 R18 R14 R13 Q13 P14 S14 R12 P13 O14 N15 O12 M16",N2,R8 O5 Q17 R12 L17 
31,W,46.68,53.32,Q2,"Q2 R2 O2 R8 R18 R14 N3 R12 C11 D12 D11 E12",N3,Q2 R18 N3 R5 H4 R14 R17 
32,B,49.85,50.15,M3,"M3 N4 P2 Q4 R3 O2 O1 O3 M2 Q2 P1 M4 Q17 K17 R12 R5 R2",M3,M3 Q17 R8 
33,W,50.13,49.87,N4,"N4 P2 R18 O2 R14 O13 M7 R8 Q11 O11 J7 S15 S14 L16 M16",Q2,N4 M4 R5 Q4 Q2 
34,B,53.91,46.09,N4,"O3 O2 N4 N5 M5 O5 L5 S3 R8 R18 R14 R13 Q13 P14",N4,N4 O3 R2 M4 R8 
35,W,52.86,47.14,N5,"R5 Q5 Q4 R3 R6 R7 S7 Q7 S8 S4 S5 T5 S6 R2 O5 P2 O2 Q1 O3 M4 N6 Q9 L6 N8 Q10 P10 P11 O11",N5,N5 R5 Q4 O2 R18 S3 P6 O5 
36,B,54.56,45.44,O3,"O3 O2 O1 P2 M5 O5 R8 M4 K3 O4 N3 M6 Q17 K17 R12 P10 P12 S3 S4 R3 P8 N10 N8",M4,O3 M4 R2 Q17 O5 M5 R8 
37,W,52.31,47.69,M5,"M5 Q17 K17 R2 O2 L2 O4 Q1 P2 R8 J3 J2",Q4,M5 Q4 R5 
38,B,54.97,45.03,R3,"R3 R5 Q5 R6 R7 S7 O5 R2 S4 R8 Q7 S5 T5 S6 S2 T3 T2 P2 S1",R3,R3 Q17 M5 O5 R5 
39,W,55.02,44.98,R5,"R5 Q5 R6 R7 S7 O5 P5 Q7 S8 O6 R2 Q17 K17 C15 E16 D12 E14 C13 H7 G7 G8 H8",R5,R5 M5 
40,B,57.14,42.86,Q5,"Q5 R6 R7 S7 O5 P5 Q7 S8 O6 R2 Q17 K17 C15 E16 D12 E14 C13 H7 G7 G8 H8 J7 J8 K8 K9",Q5,Q5 S5 R2 
41,W,57.04,42.96,R6,"R6 R7 S7 O5 P5 Q7 S8 S4 S5 T5 S6 P6 R2 S2 P2 N6 R18 T3 S1 L16 N15 R14 G16 D12 N14 M17",R6,R6 S5 S6 S4 O5 R2 
42,B,57.65,42.35,R7,"R7 S7 O5 S4 Q8 P5 P6 S3 S6 S5 S8 O6 O4 R14 Q17 O13 S15 N15 O7 S14 P13",R7,R7 O5 Q7 R2 P5 
43,W,57.11,42.89,S7,"S7 O5 S4 Q8 P5 P6 S3 S6 S5 S8 O6 O4 R14 Q17 O13 S15 N15 O7 S14 P13",S7,S7 S4 S5 
44,B,58.04,41.96,O5,"O5 S4 Q8 P5 P6 R2 S6 S5 S8 O6 O4 R18 O7 N6 N7 L5 L7",Q7,O5 Q7 Q8 P5 R2 
45,W,50.47,49.53,S8,"S8 O5 R2 Q17 K17 Q10 R11 R9 R8 Q8 S9 C13 C15 E13 C11 D16 D17 E16 B14 B13 E11",S4,S8 R2 S4 
46,B,60.39,39.61,S3,"S3 S5 R2 P2 S8 R1 T3 T2 S1 Q1 T7 T4 S6 S2 Q17 M5 L5 K17 R12 Q12 R13 R14 Q13 P14",S3,S3 R2 S8 O5 Q17 
47,W,59.73,40.27,S5,"S5 R2 P2 S8 R1 T3 T2 S1 Q1 T7 T4 S6 S2 M5 R14 Q17 K17 S15 P10 P13 N10 M8 P14 M16 N15 O14",S5,S5 S6 S8 
48,B,59.95,40.05,R2,"R2 P2 S8 R1 T3 T2 S1 Q1 T7 T4 S6 S2 M5 R14 Q17 K17 Q11 R11 Q10 S16 R12 S12 Q12 S13 S17 R16 R17 P13",R2,R2 S8 O5 P2 P5 Q17 
49,W,59.07,40.93,P2,"P2 S8 R1 T3 T2 S1 Q1 T7 T4 S6 S2 M5 R14 Q17 K17 Q11 R11 Q10 S16 R12 S12 Q12 S13 S17 R16 R17 P13 O13 P12 M16",P2,P2 O2 R8 O5 P1 
50,B,58.80,41.20,S8,"S8 R1 T3 T2 S1 Q1 T7 T4 S6 S2 M5 R14 Q17 K17 Q11 R11 Q10 S16 R12 S12 Q12 S13 S17 R16 R17 P13 O13 O12 N13 Q9 R9",S8,S8 P5 T2 O5 S1 
51,W,57.77,42.23,R1,"R1 T3 T2 S1 Q1 T7 T4 S6 S2 M5 R14 Q17 K17 L16 K16 M16 M18 N15 K14 R12 Q12 R11",R1,R1 T6 T2 R8 S9 T4 T3 
52,B,58.41,41.59,T3,"T3 T2 S1 Q1 T7 T4 S6 S2 M5 R14 Q17 K17 P13 Q12 P12 P11 Q13 R12 Q11 R11 Q10 Q9 P10 O11",T2,T3 S1 Q17 T2 O5 T7 R9 M5 T4 
53,W,73.71,26.29,S1,"S1 T7 S2 S6 T3 M5 R18 R17 S18 R14 R13 Q13 P14 Q12 S14 R15 R12 Q11 Q10",S1,S1 R8 
54,B,75.42,24.58,T7,"T7 S2 S6 T3 M5 R18 L16 S14 N15 S16 C13 F16 C15 D12 C12 D10 E17 D16 E16 D15",T7,T7 O5 Q17 M5 
55,W,75.68,24.32,S2,"S2 S6 T3 M5 R18 P13 P10 R12 N10 C12 M8 C15 F17 F16 E17 G16 D15 C16 D16",S2,S2 S6 M5 R14 R18 T6 
56,B,76.51,23.49,S6,"S6 T3 M5 R18 P13 P10 R12 N10 C12 M8 C15 F17 F16 E17 G16 D15 C16 D16 B17 C14 B14",S6,S6 Q17 T3 O5 M5 
57,W,76.43,23.57,T3,"T3 M5 R18 P13 P10 R12 N10 C12 M8 C15 F17 F16 E17 G16 D15 C16 D16 B17 C14 B14",T3,T3 M5 R18 R14 
58,B,77.02,22.98,M5,"M5 R18 P13 P10 R12 N10 C12 M8 C15 F17 F16 E17 G16 D15 C16 D16 B17 C14 B14 B18",M5,M5 Q17 O5 R14 L16 L17 P10 
59,W,77.00,23.00,R18,"R18 R17 S18 R12 H7 R14 G6 H5 F4 F5 G4 G5 H4 H2 J4 K3 K4 J3 J7 K6 L8 J6 O9",R18,R18 R14 R17 S14 Q17 
60,B,78.16,21.84,R17,"R17 S18 R12 H7 R14 G6 H5 F4 F5 G4 G5 H4 H2 J4 K3 K4 J3 J7 K6 L8 J6 O9",R12,R17 P13 L16 R12 Q12 Q11 P12 R14 P11 O11 D16 O13 O12 N15 
61,W,76.56,23.44,S14,"R13 Q12 S12 S11 S14 T12 S13 P13 S16 R17 S17 Q18 Q17 R16 S18 N17 M16 N18 O18 L17 M14",D11,S14 R13 Q12 H7 R14 S12 N7 G6 O5 F6 
62,B,81.43,18.57,R14,"R14 F16 C13 H7 J7 G6 H5 J8 H8",D16,R14 D16 L16 C13 M14 P12 P13 R17 L17 N15 N11 
63,W,81.01,18.99,D17,"D17 F16 D15 R14 E16 L17 M17 L16 M10 O10 N15 N14",D17,D17 C16 
64,B,80.79,19.21,F16,"F16 E16 E15 E17 H15 C14 R14 M10 O10 K10 L16 L6 M6 L7 J7 M7",F16,F16 E16 
65,W,80.34,19.66,E16,"E16 E15 E17 H15 H7 R17 S18 R14 G6 H5 K7 L9 M6 L6",D15,E16 S14 D15 Q12 H7 R13 E17 O5 D14 
66,B,82.29,17.71,R14,"R14 E16 L17 M17 L16 M10 O10 N15 N14 M14 N13 F15 M15 K10 N18",R14,R14 L17 L16 P12 P13 E15 R17 E12 N11 E13 N15 
67,W,81.12,18.88,E16,"E16 L17 M17 L16 M10 O10 N15 N14 M14 N13 F15 M15 K10 N18 M18",M10,E16 M10 M11 H7 M9 N10 O9 N7 Q12 Q13 N9 K16 L10 O5 E15 
68,B,82.70,17.30,L17,"L17 M17 L16 O10 D12 E12 E13 D13 C12 C11 C16 E16 E15 E17 D14 C13",L16,L17 O10 D12 L16 E12 K10 C13 E13 E15 N10 L10 M18 D13 K9 
69,W,79.83,20.17,O10,"O10 M18 M17 L17 N18 M16 N17 N15 E16 M8 K10 D10 C10 C9 C11",K10,O10 K10 E16 Q13 O9 E15 L8 P10 L6 
70,B,82.71,17.29,M18,"M18 M17 L17 N18 O10 N15 N14 M14 N13 H16 M13 L14",M18,M18 O10 D12 L10 E15 C13 E12 L9 E13 N10 
71,W,81.15,18.85,M17,"M17 L17 N18 D12 E11 E12 F11 C11 C10 C12 D9 C16 E16 E15 E17 B15 F15 E14 G16 F14 G15",M17,M17 S17 S16 E16 N18 O10 J7 N17 
72,B,81.30,18.70,L17,"L17 N18 D12 E12 C11 E11 C10 D13 C12 C13 E9 F9 E8 H16 M16 N17 N15 H14",L17,L17 N18 E15 
73,W,81.32,18.68,N18,"N18 D12 E12 C11 E11 C10 D13 C12 C13 E13 D9 C9 D8 C8 D7 B5 H7",N18,N18 S16 
74,B,82.20,17.80,D12,"D12 E12 E11 E13 D10 C11 C10 B11 B10 D13 F11 O10 K8 H10 G12 M8",N10,D12 M16 O10 E12 L10 C13 E13 L9 N10 E15 L11 
75,W,78.77,21.23,M11,"M11 N11 N9 N12 J6 M9 H5 G6 N8 L9 L6 K9 M6",M11,M11 N9 M9 N15 N11 Q13 
76,B,81.46,18.54,D12,"D12 E11 C11 C10 C12 D9 E12 F11 F12 G11 C16 E16 E17 E15",N11,D12 N11 M16 N9 C13 E15 
77,W,77.55,22.45,N9,"N9 N12 M8 O9 O8 P8 E16 F15 J6 H7 J7 J5",N9,N9 N12 E16 N15 J6 J7 H7 M12 
78,B,79.01,20.99,N12,"N12 M8 O9 O8 P8 E16 L9 M9 L7 F15 C9 N15",N12,N12 O9 M9 M16 M12 
79,W,77.79,22.21,M8,"M8 O9 O8 P8 E16 L9 M9 L7 F15 C9 N15 N14 M14 M13 L13 L14",K7,M8 O9 K7 J6 J7 L6 M12 H7 L7 M6 
80,B,79.59,20.41,O9,"O9 N8 O8 E16 F15 E13 C9 H16 F13 F17 E12 D12 G17",L8,O9 E15 L8 M8 M16 M9 N8 M7 J9 
81,W,72.98,27.02,M6,"M6 N8 M9 O9 M8 L6 L7 K6 J6 J5 J7 G5 O8 P8 E16 F15 H16 G17 H17",K8,M6 K8 L7 H7 G6 M8 M12 
82,B,79.24,20.76,N8,"N8 M9 O9 E16 F15 M12 M13 L13 M14 C9 M8 H7 G7 H8",N8,N8 O9 L9 M7 M9 M8 L7 
83,W,77.86,22.14,M9,"M9 O9 E16 F15 M8 C9 J5 H5 D9 D8 C10 E9 D10 C8 E13",E16,M9 E16 H7 F6 G6 M8 H16 J4 O9 
84,B,82.02,17.98,M9,"M9 F15 H8 H11 C9 N15 G16 G15 H16 F17 M16 N17 G18 F18",F15,M9 F15 M16 H8 C9 E15 F17 L9 D10 E14 
85,W,75.48,24.52,M8,"M8 O9 M9 C9 J5 H5 N7 O8 J3 O5 H4 G4 D9 D8 C8 B10",H17,M8 M9 H16 J5 H7 F17 N15 G6 E13 M12 J4 C8 O9 H5 C9 F6 J6 H17 
86,B,80.78,19.22,G17,"G17 H16 H14 G14 H15 G18 G13 F17 G16 J18 D14 C14 D13",G17,G17 H16 E15 E12 M16 M9 F18 H8 E13 D14 E17 H15 L9 J14 G18 F17 
87,W,80.43,19.57,H16,"H16 H15 H18 J15 F17 M9 H7 G7 H8 D14 E15 E14 F14 F13 G14 G15",H16,H16 J16 M9 
88,B,81.73,18.27,H15,"H15 J15 H14 K14 L13 K13 L14 J12 J16 K16 J17 K17 J18 K18 H18 L18 C9 F18",H14,H15 E13 H14 M16 E12 E15 H18 D14 F13 H13 G13 G14 K18 
89,W,78.91,21.09,H18,"H18 D14 C14 M9 E14 F14 J14 J13 K14 K13 L14 L13 N15 M14 M15 J15",G14,H18 G14 K15 J14 M9 E13 N15 L14 M8 J15 
90,B,82.43,17.57,E15,"E15 C16 E13 G15 G13 H13 G12 J14 H12",E15,E15 D14 H15 G13 G15 H18 
91,W,82.67,17.33,C16,"C16 E13 G15 F12 G12 G11 G13 D14 F11 H18 J18 F18 H19 B15 E12 C15 E18",C16,C16 E17 
92,B,84.45,15.55,E13,"E13 F12 E12 E11 F13 G13 G15 G12 H15 L18 K18 M19 C13 J18 J12 J11 F10 F11 K12 L13",G13,E13 H15 G15 G13 
93,W,73.76,26.24,F14,"F14 E14 F13 H18 J18 F18 H19 G18 J17 G15 H15 J14 K15 L13",G15,F14 H15 H13 G15 H18 M9 J14 F13 K15 E13 M8 M12 
94,B,84.40,15.60,F13,"F13 H13 D13 H12 J14 K15 F11 K14 B13 D9 H18 J18 F18 H19 B15 C14 C13 B14",F13,F13 E13 H18 F14 
95,W,83.75,16.25,H13,"H13 D13 H12 J14 K15 F11 C13 K13 L13 H11 J12 K12 J11 K14 L15 L14",H13,H13 F14 
96,B,84.50,15.50,D13,"D13 H12 J14 K15 G11 K13 H18 J18 F18 H19 G18 J17 B13 B15 D9 E10 G9 E9 D8 E8",E13,D13 J14 E13 H12 D14 H18 D12 J15 J13 
97,W,82.37,17.63,H12,"H12 J14 K15 C13 K14 E10 M14 H18 J18 B15 E18 H11 G12 E11",H12,H12 J14 J13 
98,B,83.55,16.45,J14,"J14 K15 C13 K14 E10 N15 H18 J18 F18 H19 B15 G18 H11 G12 E11",J14,J14 C13 J15 C14 
99,W,82.82,17.18,K15,"K15 C13 K14 E10 N15 H18 J18 F18 H19 B15 G18 H11 G12 E11",K15,K15 H18 K14 
100,B,84.08,15.92,C13,"C13 K14 E10 M14 H18 J18 B15 E18 H11 G12 E11 G11 G10 G8 E8",K14,C13 H18 L13 K14 K13 H11 C14 M16 J13 J15 
101,W,78.99,21.01,L15,"L15 C13 F11 M16 L14 G11 G12 F12 F10 L13 M13 K12 L12 K13",L15,L15 L14 
102,B,80.97,19.03,C13,"C13 L14 H18 J18 B15 F11 F18 H19 G18 E18 M16 N17 M15",H11,C13 H18 M16 H11 K12 L13 J16 L14 M15 
103,W,78.48,21.52,G12,"G12 E11 G11 G10 H10 C14 L14 F10 B7 B6 B12 C13 C8 H18 J18 F18 H19",G12,G12 L14 J11 M15 J12 G11 K12 
104,B,80.75,19.25,E11,"E11 G11 G10 H10 F10 D13 K12 J11 M15 D12 F11 L18 K18 M19 H18 M14 N15 L14",E11,E11 L13 H18 F11 M15 M16 G11 J12 J15 J16 K12 L14 
105,W,80.96,19.04,G11,"G11 G10 H10 F10 L14 C13 H9 H18 J18 B15 G18 F18 H19 F8 G7 F7 G6",G11,G11 L14 M15 F11 
106,B,82.12,17.88,G10,"G10 H10 F10 L14 C13 H18 B15 H9 F8 G7 F7 G6 F4 B4 B5",G10,G10 L13 K12 C14 D12 J16 M16 H18 L14 M15 C13 E10 
107,W,81.36,18.64,H10,"H10 F10 J11 M15 L14 D12 O9 M9 N13 M12 N15 M16 N14 L13 M14 K12 H7",F10,H10 M15 F10 L14 D12 F11 L13 J11 K12 
108,B,83.89,16.11,F11,"F11 G9 H10 H9 E10 F9 M15 L18 C13 L14 L13 M14 K12 J11 N15 M19 M16 O9 M9 O8 N7 O7 N6 O6 O5 P5",E10,F11 E10 M16 G9 H10 
109,W,70.70,29.30,F9,"F9 M16 N17 M15 L14 L13 M14 N15 K13 C14 E9 D10 D9 C10",F9,F9 G9 L14 C13 M15 H10 F11 
110,B,72.32,27.68,M16,"M16 M15 N17 N15 C14 D14 D13 M17 B15 H18 N17 E9 D10 M17 E18",C14,M16 C14 F11 M15 K12 J16 L13 H18 C13 
111,W,70.21,29.79,M15,"M15 H18 J18 B15 G18 F18 H19 E9 F8 E18 E17 F17 C15 B13 B18 B16 D18 M12 F6",H18,M15 D14 L14 E9 N15 H18 C13 
112,B,76.86,23.14,M16,"M16 M15 N17 N15 O18 M17 F11 N17 H10 K12 H8 O9 M9 O8 N7 O7 N6 O6 O5 P5 P6 P10 S10",K12,M16 M15 E9 F11 L13 B15 E18 K12 J16 G18 
113,W,71.19,28.81,M15,"M15 J11 F11 M12 H7 E9 E8 D8 G6 D12 D7 C7 E7 C8",M15,M15 M12 L13 F11 M14 E9 J11 H10 
114,B,72.65,27.35,J11,"J11 F11 M12 L13 L12 D9 D10 C10 C11 E9 D12 H7 J9 H9 G8 G7 H8 F7 G9 J6 J4 B10 B15 F18",M12,J11 M12 E9 H8 J9 H10 
115,W,69.98,30.02,J11,"J11 E9 F8 B15 F6 G5 C9 E18 E17 G18 B16 J16 J15 H15 G16 F17 L13 C15 D14 C12 B18",J11,J11 L13 E9 F6 H10 H7 M8 
116,B,70.78,29.22,E9,"E9 F8 B15 F6 G5 C9 E18 E17 G18 B16 J16 J15 H15 G16 F17 L13 C15 D18 B18 E19 F18 A16 C12 A18 D7",E9,E9 H8 B15 L9 D10 
117,W,70.50,29.50,F8,"F8 B15 F6 G5 C9 E18 E17 G18 B16 J16 J15 H15 G16 F17 L13 C15 D18 B18 E19 F18 A16 C12 A18 D7",F8,F8 D14 M9 F7 C13 L13 F6 G7 B13 
118,B,70.57,29.43,B15,"B15 F6 G5 C9 C7 D12 E12 C13 B13 B12 D14 A13 B14 B7 E18 E17 G18 D18 H19 K18",H8,B15 H8 E8 B14 L9 D14 J15 
119,W,68.47,31.53,E8,"E8 D8 D7 C7 D14 D13 C13 C12 B13 B12 B14 J9 H9 J8 K9 J10 K11 H10 J12 F11",G5,E8 H9 F6 L13 M9 M8 H10 
120,B,69.88,30.12,H5,"H5 H9 L9 G7 G6 F6 F5 B12 B13 C12 C13",G6,H5 G6 E8 F4 H10 J9 F6 F5 
121,W,67.15,32.85,E8,"E8 D8 D7 C8 F5 F6 F4 H2 E5 E7 H5 J6 H9 B6 J3 J2",E8,E8 H9 F5 
122,B,68.30,31.70,D8,"D8 D7 C8 F5 F4 H5 J6 E6 J5 C7 B8 B7 H10 F11 D12 H4 J2",D8,D8 C9 J9 F5 H10 
123,W,68.40,31.60,D7,"D7 C7 F5 D6 E7 F4 D14 D13 C13 C12 B13 B12 B14 J9 H9 J8 K9 J6",D7,D7 H9 F5 M9 F6 
124,B,69.03,30.97,C7,"C7 F5 D6 E7 F4 L5 H5 J4 H10 H9 G9 H7 J9 G8 J7",C7,C7 C8 E6 F5 H10 J9 E7 
125,W,67.63,32.37,F5,"F5 D6 E7 F4 J4 F6 H9 B15 E6 E5 L6 H5 O9 M9 O8 N7 O7",D14,F5 L5 H9 C8 D6 F6 D14 M6 M8 E12 M9 F4 
126,B,72.45,27.55,D13,"D13 C13 C12 B13 B12 B14 J9 H9 J8 D12 E12 J10 K9 M9 L9 L11 O9 M8 M7",D13,D13 C12 H10 C9 J9 F11 
127,W,73.63,26.37,C13,"C13 C12 B13 B12 B14 J9 H9 J8 D12 E12 J10 K9 L9 M8 F5 F4 H5 J5 F6 D6 J4 K6 H3 B4 B3 A12 A13",F5,C13 H9 M9 B13 E12 M8 D9 F5 
128,B,73.57,26.43,E7,"E7 F7 D6 F6 H5 C13 C12 B13 B12 B14 H9 H4 J4 H10 J9 K9 H3 M9",F6,E7 F6 D6 H5 H10 F4 J9 B15 
129,W,60.33,39.67,F4,"F4 E7 G2 H10 H9 G9 F11 C9 H7 J7 G7 J8 J6 K6",M8,F4 C8 E6 H9 H7 C13 
130,B,71.72,28.28,M7,"L9 M9 L7 K9 L6 L10 O9 K6 E7 N7 O8 K3 J4 L5 M6 J5",M7,M7 L9 O9 H10 L7 J9 D6 E7 B15 
131,W,72.14,27.86,M9,"M9 L7 N7 K9 J9 L9 L10 J8 H9 G8 G9 F4 P9 Q9 P10 Q10 P11 O8 O9 O13 Q11 R11 Q8",E6,M9 E6 
132,B,70.45,29.55,D6,"D6 E7 E5 C8 D9 B7 C6 C9 C10 B10 B11 C11 B9 D10 B8 C10 F11 H9 B12 M9 O9 B14 B13 C15 C13 N7",D6,D6 E5 
133,W,70.25,29.75,E7,"E7 E5 C8 D9 B7 C6 C9 C10 M9 L7 B10 B11 C11 B9 D10 B8 C10 F11 H9 B12 K6 L9 H5 J5 H4 F4 J4",E7,E7 M9 
134,B,71.19,28.81,E5,"E5 M9 H10 H7 J7 F11 K6 D9 D10 C8 C10 L7 O9 N7 B15 F17 G16 G18 F4 M6 L6 O8 P8",E5,E5 F4 
135,W,71.73,28.27,C8,"C8 D9 B7 C6 C9 C10 M9 L7 B10 B11 C11 B9 D10 B8 C10 F11 H9 B12 K6 L9 H5 J5 H4 F4 J4",H5,C8 M9 H5 B6 L9 H9 
136,B,68.61,31.39,J5,"J5 J6 H4 M9 O9 N7 B15 O8 P8 J4 K5 L5 F4 M6 B4 K4 G4 K2",J5,J5 J6 F11 
137,W,69.56,30.44,J6,"J6 H4 M9 O9 N7 B15 O8 P8 J4 K5 L5 K4 K3 J3 K6 J4 H7 F4 G7 E18 C13 B13 C12 B12 B11 C10 C11 B10 B16 B14 E17 G18 F7 B4 B3",H4,J6 M9 H4 C8 
138,B,74.41,25.59,J4,"J4 H3 H2 J3 K3 J6 K6 J7 H7 J2 F4 L3 K5 L2 H9 F11 M2 C8 C10 B7 C6 D9 D10 H1 G2 K2 G4 K4",J4,J4 J6 K6 F4 H10 F11 J3 J9 
139,W,70.72,29.28,H3,"H3 H2 J3 K3 J6 K6 J7 H7 J2 F4 H1 G2 L3 K5 L2 H9 C8 D9 F11 H10 J12 M2 B7 C6 C9 E12 B11",H3,H3 C8 M9 J6 
140,B,70.40,29.60,H2,"H2 J3 K3 J6 K6 J7 H7 J2 F4 H1 G2 L3 K5 L2 H9 C8 D9 F11 C9 M2 O3 L7 M6 K4 M1 M9 H10 J12 G1 O8",F4,H2 F4 J6 K6 J3 F11 
141,W,68.69,31.31,J6,"J6 H2 J3 K6 J7 K3 H7 J2 M9 B14 O9 E18 E17 G18 P10 C15 D18 B16 B18 H19 K18 B4 B3",J6,J6 C8 
