move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
27,W,37.18,62.82,J6,"J6 F5 E5 J4 L6 L3 J9 L8 M3 L2 K9 L7 N6 H9 G9 H10 G10 H11 G11 H12 M2 F3 G12 H13 G13",J6,J6 H9 
28,B,38.18,61.82,J4,"J4 L6 F5 E5 L2 J9 L8 H10 N8 N4 N3 O4 P3 P4 K9 K10 L10",F5,J4 F5 K3 H9 K4 
29,W,38.78,61.22,E5,"E5 J4 L6 L3 J9 L8 M3 L2 K9 L7 N6 H9 G9 H10 G10 H11 G11 H12 G12 H13 L9 N8 O9 O8 N9 P8 M9 N7",E5,E5 J9 D4 C5 
30,B,38.87,61.13,J4,"J4 L6 K5 K6 L5 M5 K4 M6 L3 J9 R17 R16 Q17 O17 P17 P16 O18 Q11 N17 O16 S17 M15 R13 Q13 Q14 P13 S11 R10 S10",K3,J4 K3 K4 H9 
31,W,35.09,64.91,L3,"L3 L2 M2 K2 N3 J9 H9 K4 L5 K5 K6",L3,L3 J9 L7 
32,B,37.06,62.94,L2,"L2 M2 K2 N3 J9 J4 H3 L6 G9 G8 H9 F9 E2 F11",K4,L2 K4 H9 K5 
33,W,26.48,73.52,L5,"L5 K5 K6 L6 K7 M6 L2 J4 L8 N4 J9 K2 P2 O2 R14 L17 O17 H16 D15 C16",L5,L5 J9 
34,B,26.49,73.51,K5,"K5 K6 L6 K7 M6 L8 N4 J4 J3 H3 H2 G3 G2 F3 L2 M2 K2 J9 R17 Q17 R16 R15 S15 S14 R14 Q15 S13 S16 T14 S17 Q2 J17 G17 J15 G15 P13 R10",K5,K5 H9 L2 J9 
35,W,25.68,74.32,K6,"K6 L6 K7 M6 L8 N4 J4 J3 H3 H2 G3 G2 F3 L2 M2 K2 M3 N2 J9 R17 Q17 R16 R14 R15 Q15 S14 R18 S18 S15 S16 S13 Q2 D16 E17 C16 C17 B17",K6,K6 C6 
36,B,25.05,74.95,L6,"L6 K7 M6 L8 G2 L2 J9 J2 H3 N4 H9 G9 G10 F3 K2 K1 F9 G7 N7 M9 N9 N10",L6,L6 H9 
37,W,24.62,75.38,K7,"K7 M6 L8 G2 L2 J9 H9 J10 J2 H3 K2 E2 D2 N5 N8 E3 D4 F4 N4 O4 O5 O6 P5",K7,K7 L7 
38,B,24.86,75.14,M6,"M6 L8 G2 L2 J9 H9 J10 J2 H3 K2 E2 D2 G7 G8 H10 F9 E3 D4 F4 G6 N5 N2",H9,M6 J9 L2 H9 K8 L7 
39,W,21.41,78.59,G9,"G9 J9 M6 G10 G2 F9 G7 L7 K8 M7 K9 L2 M2 K2 M3 N6 O4 N4",G9,G9 G8 K8 J4 J9 G6 G7 
40,B,20.53,79.47,J9,"J9 M6 G10 L2 G2 G8 F9 F8 E2 E9 E10 F10 F11 G11 F9 F3 F2 F10",M6,J9 M6 L2 
41,W,19.82,80.18,J9,"J9 K8 L7 N4 K9 G2 L8 N7 P2 O2 O17 J17 R12 D15 L17 J15 P3 Q7 R7 Q8",L8,J9 L8 N4 K8 L2 J4 L7 K2 M7 
42,B,23.06,76.94,J9,"J9 N4 G10 J4 F9 J3 G7 H3 R3 Q3 Q2 P2 R2 P3 S5 S6 R5 Q5 R4",G2,J9 L2 N4 M5 G2 K2 
43,W,19.88,80.12,N4,"N4 J9 G10 H11 M9 G11 B2 A2 C6 D6 C5 D5 D4 B4",N4,N4 J9 L2 H3 K2 
44,B,20.20,79.80,J9,"J9 G10 H11 M9 G11 F11 F12 E11 E9 F9 G6 G8 J11 E12 F13 E13 E14 D14 D13 C11 C14 D15 C15 D16",J9,J9 J10 K9 
45,W,20.19,79.81,G10,"G10 H11 M9 G11 F2 F3 E2 L2 M2 L1 H2 H3 J2 K2 G1 N2 O4 P3 P4 R2",G10,G10 L2 
46,B,20.91,79.09,H11,"H11 M9 G11 F11 F12 E11 E9 F9 G6 G8 J11 E12 F13 E13 E14 D14 D13 C11 C14 D15 C15 D16 C16 F14 E15 E16 F15 G14 G13 H13",J11,H11 J11 N7 E9 Q3 P4 Q5 P5 F7 L9 M8 
47,W,17.66,82.34,M9,"M9 G12 C6 D6 B2 A2 C5 C2 E11 E12 D11 D12 F11 C11 D10",L2,M9 L2 H11 N6 G6 C6 G12 
48,B,19.85,80.15,E2,"E2 J2 H2 K2 C2 H11 J12 H12 H13 G13 G14 F13 H14 D13",E2,E2 K2 G6 O6 J4 M8 
49,W,18.80,81.20,J2,"J2 H2 F3 F2 H11 J12 G13 H13 H12 G14 F13 H14 D13",G12,J2 F3 H11 M9 G12 G6 B2 C6 D2 J4 
50,B,21.72,78.28,Q3,"Q3 J2 H2 K2 R4 Q5 R3 M9 J13 G14 J15 G16",H13,Q3 Q5 O6 M8 H11 J13 E9 H13 N7 N6 
51,W,18.66,81.34,M9,"M9 G13 F12 F13 D12 D13 E12 C13 C11 E9 G6 H11 G11 F4",F3,M9 J2 F3 G13 H11 D12 B2 C6 G6 F4 E12 H3 J4 D11 
52,B,19.06,80.94,F2,"F2 M9 G13 J2 H2 B2 K2 K1 J3 J1 F4 E3 G3 G6 F6 F7 G5 F12 F13 D12",F2,F2 G3 G6 
53,W,18.13,81.87,J2,"J2 H2 K2 C2 G13 E9 F9 H11 E12 H14 F15 D15 G16 J16 D13 E14 G14 H15",J2,J2 M9 G13 C6 D12 B2 H11 J4 H3 D4 D11 F14 E12 E11 
54,B,18.93,81.07,H2,"H2 K2 C2 F14 E9 F9 G15 D13 F15 D12 C11 D11 D15 C13 C10",H3,H2 H3 K2 E9 J4 G3 
55,W,17.02,82.98,M9,"M9 E9 G6 K2 G13 G14 F14 H14 E13 F15 E15 F16 D12 C13 C11 D14",G13,M9 B2 N6 D2 G13 H11 C6 D12 D4 
56,B,32.48,67.52,H11,"M8 L9 O6 O4 H11 G11 M10 L10 M11 M9 N9 L11 L12 N8 O8 N7",H14,H11 M8 O6 N6 G14 N7 H14 G6 E9 
57,W,15.98,84.02,M9,"M9 H11 G11 G14 B2 K2 K1 G6 F8 D2 C2 G7 G8 F4 E3",J12,M9 H11 G14 D2 B2 N8 N6 D12 
58,B,26.77,73.23,E9,"E9 F9 H12 H11 K11 G14 H15 M9 G15 D13 D12 E12 E11 E14 F12 F15 F16 E16",H12,E9 H12 H11 O6 L9 M8 G6 G8 L10 M9 
59,W,15.38,84.62,H11,"H11 K11 G14 O6 M9 P5 P4 O4 N5 N6 O5 Q5 R5 Q7 P2",H11,H11 M9 D2 B2 D12 
60,B,16.92,83.08,G6,"G6 F8 K11 G14 H15 M9 G15 B2 D2 C2 K2 K1 F4 E3",K10,G6 K11 K10 M8 H10 E9 K12 L9 J10 
61,W,12.32,87.68,K12,"K12 K11 L12 M10 N8 G14 E13 F14 D11 E9 G6 C2 D2 D1",K12,K12 K11 M9 G14 N6 B2 D2 H10 
62,B,12.98,87.02,O6,"O6 M9 M10 N10 M11 O4 G14 D2 K2 K1 E3 D4 F4 C5",M10,O6 G6 L12 M10 K11 G14 F11 L11 M9 E9 M8 G8 
63,W,9.53,90.47,N6,"N6 G14 B2 D2 C2 K2 K1 F4 E13 F14 D11 C11 D12 D14",M9,N6 N8 M8 M9 N7 K11 
64,B,14.47,85.53,G6,"L9 N8 G14 K8 N9 M8 E9 G6 C2 K9 J10 L10 L11",N10,G6 G14 N10 L9 O6 F11 N9 E9 
65,W,10.46,89.54,N6,"N6 L9 K8 G6 F8 M8 M7 N9 D2 K2 K1",N6,N6 O8 N9 K11 N8 O9 N7 
66,B,10.21,89.79,L9,"L9 K8 G6 F8 G14 K9 J10 L10 L11 D2 K2 K1 H1 J1 H2 F4 F6",L9,L9 G14 E9 F11 G8 N7 F8 M7 C2 F7 
67,W,8.56,91.44,K8,"K8 L10 N7 E9 G6 C2 G14 H15 G15 H16 G16 H17 D15 O16 O13 L13 Q14",K8,K8 N8 M7 G14 N7 D2 B2 L11 C6 D12 E13 D4 F15 D13 N9 
68,B,9.18,90.82,L10,"N7 K9 J10 L10 L11 M7 L9 G14 H15 L10 F11 G11 L9 G15 H16 L10 N9 N8 L9 O7 M8 G16",L10,L10 N7 G14 G6 E9 N9 K9 M8 G8 F11 F7 J10 
69,W,7.22,92.78,E13,"N7 F11 D2 G11 H10 J10 E9 E10 B2 A2 G8",G14,E13 G14 N7 N8 D2 D12 C6 O8 B2 N9 D4 M7 D13 E11 D11 F15 O9 
70,B,8.55,91.45,H15,"H15 N7 G6 G15 H16 G16 H17 F8 F11 G11 E15 D2 K2 K1",H15,H15 M7 F11 E9 
71,W,8.02,91.98,F16,"F16 H17 N7 E9 G6 C2 E14 D15 D14 C14",G15,F16 G15 N7 D2 N8 B2 E16 O8 C6 D4 
72,B,9.05,90.95,H16,"H16 N7 E9 G6 C2 G16 H17 D15 O16 O15 N15 O14 N14 N13 O13 N16 O17",H16,H16 M7 F11 E9 
73,W,8.80,91.20,G16,"N7 E9 G6 C2 G16 H17 D15 O16 O15 N15 O14 N14 N13 O13 N16 O17",G16,G16 N7 N8 O8 D2 F17 B2 E16 C6 D4 
74,B,9.14,90.86,H17,"H17 N7 C2 M12 N12 N13 O12 G17 D15 L16 H18 G18 L18",H17,H17 M7 N7 F11 G6 E9 G17 
75,W,8.42,91.58,N7,"N7 F11 G11 E9 G6 C2 D15 O16 O15 N15 O14 N14 N13 O13 N16 O17 N12 L14 P13",G17,N7 G17 D15 N16 O8 B2 N8 M12 O17 D14 D2 O16 D13 C14 C6 D16 D4 N17 C15 C5 
76,B,11.37,88.63,O16,"O16 N7 O14 C6 C2 D2 D1 B2 C1 C14 C16",L13,O16 D15 F11 E9 M7 N7 G6 L13 O17 F7 D14 
77,W,10.58,89.42,N7,"N7 R3 P2 R4 R5 Q3 O2 Q5 Q6",C15,N7 C15 B2 D15 C14 R3 D2 C16 C6 O8 D13 D4 C5 
78,B,16.45,83.55,M7,"M7 M8 N7 O9 O4 N5 P7 O8 O7 P6 Q9 O10 Q6 P5 Q7 P11 R4 R3 Q5",O17,M7 N7 F11 E9 D15 R3 C16 O17 Q3 R17 K2 E18 
79,W,9.12,90.88,N7,"O16 P16 P17 P15 Q17 N16 Q15 O15 R3 R13 Q13 Q12",N7,N7 Q14 P18 O16 B16 O8 Q13 D2 R14 C6 R3 B2 P17 D4 H18 N8 M13 C13 C5 N12 
80,B,9.87,90.13,R3,"R3 B2 G6 F8 K2 K1 D2 C2 F4 E3 H2 P2 R4 Q3",R14,R3 E9 F11 R14 D15 K2 C2 Q14 R17 C16 
81,W,6.28,93.72,B2,"B2 G6 F8 K2 K1 F4 O16 N16 P17 O15",Q14,B2 Q14 O16 D2 P17 C6 R15 P18 D4 
82,B,9.16,90.84,Q13,"Q13 R15 P14 Q15 S14 O16 N16 O15 Q18 P13 Q12 P12 P11 N13 N12 O11 O10 Q11 P10 O14 S15",Q13,Q13 R17 
83,W,9.06,90.94,O16,"R15 P14 Q15 R3 Q3 Q2 P2 R2 P3 S5 S6 R5 Q5 R4 P13 Q12 O14 P12 P15",O16,O16 R15 P14 P17 R13 
84,B,9.78,90.22,N16,"N16 N17 P18 R13 R12 S13 P16 P14 O15 Q12 P13",N16,N16 R17 P17 F11 
85,W,7.96,92.04,O15,"O15 R17 R15 Q17 R13 S14 S15 P14 Q15 R12 S13 S12 T14 P13 N15 M16 M15",N17,O15 N17 R15 P14 R13 P17 B2 P13 
86,B,11.11,88.89,P18,"P18 R13 S14 S13 Q12 R15 P14 Q15 P16 R11 Q17 S15 R3",O18,P18 O18 M17 P16 P17 N18 F11 
87,W,8.35,91.65,O15,"O15 Q15 P17 P18 Q18 M17 R16 R3 P2 R4 R5 Q3",R15,O15 P13 R13 P17 R15 P14 N15 R17 P15 
88,B,11.52,88.48,P14,"P14 P17 P18 Q18 R17 Q17 O15 P16 M17 N15 M16 O14 S15 P15 Q15 R16 S16",P14,P14 S14 
89,W,10.45,89.55,P17,"P17 P18 Q18 R17 Q17 O15 Q15 S13 S15 P16 B2 K2 K1 G6",Q15,P17 Q15 P15 N15 O15 
90,B,11.04,88.96,O15,"O15 P16 Q18 B2 K2 K1 F4 E3 G6 F8 H2 R13 R3 P2",P16,O15 P16 R3 S14 R13 R17 S13 F11 D15 E9 
91,W,9.97,90.03,R13,"R13 R3 P13 Q12 P15 O15 O14 Q3 M14 S14 M16 M17 N15",R13,R13 P13 P15 
92,B,9.77,90.23,Q12,"Q12 B2 F4 E3 D2 C2 K2 K1 G6 F8 H2 R3 C16",Q12,Q12 R3 R12 F11 P13 D15 
93,W,9.18,90.82,B2,"B2 F4 E3 G6 G8 K2 K1 H1 J1 H2 R3 D15 D14 C14 D16 E15 C16",H18,B2 R12 C6 D2 R3 B16 H18 R4 B17 G18 D4 C13 P15 S14 C5 S5 B15 Q17 B14 
94,B,11.80,88.20,J18,"J18 B2 G6 F8 K2 K1 F4 E3 H1 J1 H2 R3 D15 D14",J18,J18 F11 
95,W,9.44,90.56,B2,"B2 G6 F8 F4 E3 K2 K1 H1 J1 H2 R3 D15 D14 C14 D16 E15 C16",B2,B2 G18 C6 R12 F18 D2 B16 B15 D4 R3 
96,B,11.65,88.35,F4,"F4 R3 F11 G11 D15 D14 C14 D16 C16 E15 B15 C13",K2,F4 G6 D2 K2 E3 R3 S14 A2 G8 E9 
97,W,9.54,90.46,K1,"K1 F4 E3 D2 C2 G6 F7 H1 J1 H2 R3 F11 G11 D15 D14 C14",K1,K1 C6 
98,B,11.16,88.84,F4,"F4 E3 G6 G8 H1 J1 H2 R3 C16 D15 B15 B14 B16 C10 D10 C11",G6,F4 G6 D2 H1 E3 
99,W,10.41,89.59,F8,"F8 F4 C6 D6 E3 H2 R3 D15 D14 C16 E15 B15",G8,F8 C6 G7 F7 G8 R12 B16 R3 R4 F18 
100,B,12.14,87.86,F4,"F4 E3 H1 J1 H2 R3 S14 S13 S12 S15 R12 T14 C16 D15 B15 B14 B16",F4,F4 H1 D2 E3 R3 
101,W,11.14,88.86,E3,"E3 H2 F6 H1 R3 C16 D15 B15 B14 B16 C10 D10 C11 D11 B12",C10,E3 R3 C6 R4 C10 R12 S5 B16 S14 F18 A3 P15 B15 G18 D14 
102,B,13.23,86.77,D10,"D10 C11 D11 B12 F11 G11 C13 B13 C14 B14 D15 C16 E14 E13 E12 D16 E16 E17 E18 F17 C17 E15 F15 F16",D10,D10 D11 
103,W,13.33,86.67,C11,"C11 D11 B12 C13 B13 C14 B14 D15 C16 E14 E13 E12 D16 E16 E17 E18 F17 C17 B17 B18 B16 A18 F18 D18 E19 C19 F19 D19",C11,C11 C6 E3 C13 B13 B14 
104,B,13.57,86.43,D11,"D11 B12 C13 B13 C14 B14 D15 C16 E14 E13 E12 D16 E16 E17 E18 F17 C17 B17 B18 B16 A18 F18 D18 E15 F15 F16 R3 P2 Q2 P3 S5 S6",D12,D11 D12 F11 
105,W,12.40,87.60,D11,"D11 E11 E12 E13 F12 C9 E10 B10 B11 A11 B12 B13 F11 A12 E11 C14 B9 A10 D15 B15 B16",D11,D11 B12 C6 E3 B8 D14 
106,B,13.11,86.89,E11,"E11 B12 B13 E12 E13 F12 C14 E10 D15 E3 H2 C6 D6 B6 B7",E11,E11 R3 
107,W,13.05,86.95,E12,"E12 E13 F12 C9 E3 H1 J1 H2 B12 B13 B11 C14 B15 D15 B14 A13 D14 C13 D16 E15 E16 E10 E14 R3 Q3 Q2",B8,E12 B12 
108,B,13.11,86.89,E13,"E13 C6 D6 B6 D5 B12 B13 B11 E9 D14 C14 B14 C13",B12,E13 B9 B7 B12 C9 F11 
109,W,10.17,89.83,C6,"C6 D6 B6 B9 C5 R3 P2 R4 R5 Q3 O2 P3 S5 P5 Q5 P6",C6,C6 E10 B9 B7 E12 
110,B,10.44,89.56,B9,"B9 B6 D6 C5 R3 C9 C8 B10 B7 A9 A6 D5 C7 E10 E9 F10 E13 F9",B9,B9 C7 D6 B6 B7 
111,W,9.68,90.32,B6,"B6 D6 C5 S14 S13 S12 S15 R12 R3 T13 Q18 D15 D14 E15 C17 C18 C16 E18",B6,B6 B7 E10 R12 E3 C9 
112,B,10.33,89.67,D6,"D6 C5 B7 C7 C8 A7 R3 P2 R4 Q3 R5 S6 Q5 R2 Q6 Q7 P7 Q8 P4 P8 O2",D6,D6 B7 C8 R3 D15 S14 
113,W,10.27,89.73,C5,"C5 B7 C7 C8 A7 R3 E3 H1 J1 H2 Q3 Q2 P2 S2 Q1 R2",C5,C5 D5 C9 E3 
114,B,11.34,88.66,B7,"B7 C7 R3 E3 H2 P2 R4 R5 Q3 O2 P3 S5 P5 Q5 P6",C8,B7 D5 S14 R3 D15 C8 E15 
115,W,4.54,95.46,R4,"R4 B7 A6 D15 C16 D16 C17 C18 B18 D18",R3,R4 R3 S5 E3 R12 B7 D2 B17 G18 R8 D14 F18 S14 D5 P15 D4 
116,B,6.07,93.93,B7,"B7 A6 D5 D4 B4 A3 S14 S13 S12 S15 R12 T14 D15 C16 D16 C17 C18 B18",S14,B7 D5 S14 D15 
117,W,5.23,94.77,S13,"S13 S12 T14 R12 S15 Q18 Q17 R18 S17 D15 D14 E15 C17",S13,S13 S15 Q17 
118,B,5.60,94.40,S12,"S12 T14 R12 S15 Q18 C17 S17 R17 S18 R18 R19 Q17 P17",S12,S12 S15 B7 D5 Q17 
119,W,5.12,94.88,T14,"T14 R12 S15 Q18 C17 S17 R17 S18 R18 R19 Q17 P17 S16",S15,T14 S15 Q18 Q17 E3 
120,B,5.79,94.21,R12,"R12 T14 B7 A6 Q18 Q17 R18 S17 D15 C16 D16 C17 C18 B18 D18",B7,R12 B7 D15 D5 C16 
121,W,5.43,94.57,A6,"A6 R12 T14 Q18 Q17 R18 B17 S17 S16 R17 T16 C16 B16 D15 C14",G18,A6 G18 C17 B17 R12 D4 A5 B16 F18 D14 D15 T14 E3 Q18 R9 C16 Q9 P15 O15 D5 
122,B,6.98,93.02,R12,"R12 K18 J19 J17 K17 J16 K16 J15 J14 K15 K14 L15 L18 M16 O15 M18 N18 L17 K19 M19 M17 L14 K13 N17 M14 M15 M17",D15,R12 D15 C16 
123,W,5.33,94.67,K18,"K18 J19 J17 K17 J16 K16 J15 J14 K15 K14 L15 L18 O15 P15 M16 N18 N15 M14 L14 K13 M13 L12 O13 N13",K18,K18 D14 C16 O15 D16 
124,B,5.98,94.02,J19,"J19 J17 K17 J16 K16 J15 J14 K15 K14 L15 L18 O15 P15 N15 N18 M16 M14 L14 K13 M13 L12 L17 M18 L16",J17,J19 J17 K17 R12 
125,W,4.14,95.86,D16,"D16 E16 C16 E18 E15 B17 D14 J19 Q9 R12 T14 Q18 Q17 R18",D14,D16 D14 J19 A6 R12 C16 C17 A5 
126,B,6.00,94.00,E15,"E15 C16 C17 E14 C14 B14 C13 D16 E16 E17 E18 F17 B17 B15 D5 J19 K17",E15,E15 C16 D16 
127,W,5.08,94.92,C16,"C16 C17 E14 C14 B14 C13 D16 E16 E17 E18 F17 B17 B15 D5 J19 K17 L18 L17 Q9 R12 T14 Q18",C16,C16 E14 J19 C17 C18 E13 C14 O15 
128,B,5.72,94.28,C17,"C17 E14 E18 B17 B18 A18 B16 A16 A17 O15 P15 B17 B15 B14 A17 K11 J10 B17 Q17 A15 S17 T14 R12 R17 R18 S16",E14,C17 E14 E18 
129,W,4.46,95.54,C17,"C17 D18 D16 E16 C18 E17 D4 B14 B15 C14 A18 R12 T14 Q18",D16,C17 C18 D16 E13 B18 J19 C14 
130,B,3.93,96.07,E16,"E16 C17 E18 D18 E17 D4 B14 B15 A16 A15 A18 C18 C14 D19 E19 B19",E16,E16 R12 
131,W,3.27,96.73,C17,"C17 E18 D18 E17 C14 E13 D4 R12 T14 Q18 Q17 R18 S17 J19 P17 O15 R9",C17,C17 E17 B18 C18 
132,B,3.78,96.22,E17,"E17 D4 B14 B15 C18 B18 B19 D18 D19 C19 M8 M7 C18 O15 P15 C19",E18,E17 E18 D18 A6 F11 D5 A2 
133,W,3.11,96.89,D18,"D18 E17 C14 E13 D4 R12 T14 Q18 Q17 R18 S17 J19 P17 O15 R9",D18,D18 C18 
134,B,3.03,96.97,E17,"E17 C14 E13 D4 R12 T14 Q18 R17 J19 Q9 S9 R8 R18",E17,E17 A6 D5 F11 A2 
135,W,2.33,97.67,C14,"C14 E13 A6 D5 D4 B4 A3 C7 A4 A7 A5 C18 B18",D4,C14 A6 D4 A5 E13 A3 D5 A4 E3 B14 C18 J19 B4 D2 
136,B,3.23,96.77,B14,"B14 B15 C18 B18 D19 B19 C14 A15 R12 T14 J19 R10 R9 Q9 S10 R8 S9",C18,B14 B4 C18 R12 Q18 F11 J19 D2 B18 A15 D19 R17 A16 A6 A14 B19 A4 R7 M8 
137,W,2.22,97.78,B18,"B18 D19 B19 B14 A16 R12 T14 Q18 Q17 R18 S17 J19",B18,B18 E3 
138,B,2.32,97.68,D19,"D19 B19 B14 A16 C14 B15 R12 T14 J19 Q9 Q18 Q17",D19,D19 F11 
139,W,2.29,97.71,B19,"B19 B14 B15 C14 A15 R12 T14 J19 R10 R9 Q9 S10 R8 S9 S8",B19,B19 E13 C14 
140,B,3.02,96.98,B14,"B14 A16 R12 T14 Q18 J19 S17 R17 S18 S16 Q17 T16 K17",B14,B14 R12 F11 A16 J19 A17 A15 B4 Q18 G11 A18 A14 R17 A6 D2 
141,W,2.39,97.61,A16,"A16 R12 T14 Q18 J19 S17 R17 S18 S16 Q17 T16 K17",B15,A16 B15 A17 C14 B16 A15 
142,B,2.82,97.18,C14,"C14 A15 R12 T14 Q18 J19 S17 S16 K17 L18 L17 R9 R17 T16",C14,C14 A16 A15 F11 B4 A17 R12 A18 
143,W,2.75,97.25,A15,"A15 R12 T14 J19 R10 R9 Q9 S10 R8 S9 S8 Q18 Q17 R18",A15,A15 A14 A16 A17 B17 J19 
144,B,3.02,96.98,R12,"R12 T14 J19 R10 R9 Q9 S10 R8 S9 Q18 Q8 P8 Q7 R7",R12,R12 J19 F11 Q18 B4 D2 B17 A6 R7 A17 G11 R17 H19 M8 H10 R8 Q8 Q17 
145,W,2.86,97.14,T14,"T14 J19 R10 R9 Q9 S10 R8 S9 P10 S8 R7 Q18 O11",T14,T14 Q18 J19 Q17 P15 P17 R9 
146,B,3.00,97.00,J19,"J19 R10 R9 Q9 S10 R8 S9 P10 S8 R7 Q18 O11 S17",J19,J19 Q18 R17 B4 R8 F11 B17 R7 A6 Q8 H19 D2 M8 Q17 G11 
147,W,2.54,97.46,R10,"R10 Q18 P10 S17 R17 S18 Q17 P17 S16 P11 O10 O11 N9",E13,R10 Q9 Q10 R9 Q18 P15 P9 P17 P10 E3 Q17 R8 Q8 
148,B,5.04,94.96,R17,"E12 F13 D13 R9 Q18 P10 S17 R17 S18 Q17 P17 S16",E12,R17 E12 D13 F13 F11 B17 Q18 
