move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
45,W,35.11,64.89,S3,"S3 O9 P11 R13 O8 N9 N8 M8 O6 S8 M9 L8 L9 K9 K8 M6 P10 N10 M11 N11 K10",S3,S3 R2 
46,B,34.99,65.01,O9,"O9 P11 R13 O8 N9 N8 M8 O6 S8 M9 L8 L9 K9 K8 M6 P10 N10 M11 N11 K10 J9 N12 O12 M12",O9,O9 R2 D11 O8 F13 
47,W,34.06,65.94,P11,"P11 R13 O8 N9 N8 M8 O6 S8 M9 L8 L9 K9 K8 M6 P10 N10 M11 N11 K10 J9 N12 O12 M12 P12",R13,P11 R13 O8 D6 R12 O7 E4 H3 D4 M17 L17 L16 C6 E5 M7 G6 N4 
48,B,35.58,64.42,Q17,"Q17 R17 Q14 Q13 P15 R14 P18 O8 N8 N7 O7 N9 M8 P10 O10 P11 O11 O12 M10",M17,Q17 D11 R2 M17 Q14 O4 F10 F13 E17 
49,W,33.61,66.39,O18,"O18 D11 G13 F10 G10 G9 H9 F9 H10 H8 J8 J7 H7 G8 K8 K7",P11,O18 O8 N18 P11 D6 K17 N17 O7 E4 D4 
50,B,34.81,65.19,M9,"M9 P10 S8 O18 Q12 H3 F5 L4 J16 C6 D11 E12 D6",O8,M9 D11 O8 P10 Q12 Q17 R2 O18 Q14 F13 
51,W,30.64,69.36,P10,"P10 S12 R12 S13 S14 R11 N10 M9 N17 M16 K16 Q12 R14 O15 P15 N15",N17,P10 O18 N17 N18 K17 O7 D6 
52,B,34.03,65.97,D11,"D11 G13 M16 P10 R12 Q12 S12 S13 Q13 P13 Q14 P14",M16,D11 R17 M16 R2 
53,W,29.62,70.38,P10,"P10 S12 R12 S13 S14 Q12 K16 R11 R14 O15 P15 N15 N10 M9 L11 K14",P10,P10 K16 J16 D6 O14 H3 K17 O7 C6 M18 E4 N14 
54,B,31.23,68.77,D11,"D11 G13 N11 N12 O12 N10 M11 O10 O15 P15 O14 N16 M15 S8 S9 O7",P17,D11 S12 R12 N11 S13 R17 S8 R2 O15 S11 Q12 J16 
55,W,24.79,75.21,N18,"N18 Q15 Q16 P16 P15 O15 P14 N16 O17 P18 M18 L18 L17 L16 K17 K18 J18",N18,N18 M18 S8 Q11 O18 O7 
56,B,23.74,76.26,R17,"R17 Q16 S17 S16 Q17 N15 M15 N14 M14 Q19 N13 Q11",R17,R17 Q15 R2 R12 S12 D11 Q12 
57,W,23.26,76.74,Q16,"Q16 S17 N10 M9 S8 S9 T8 S11 R12 P7 S12 R7 S16 O18",Q16,Q16 S16 S8 P16 S17 
58,B,24.28,75.72,J16,"J16 Q17 Q18 S17 D11 G13 F10 G10 G9 H10 H9 J9 F9 N10 M9 K10",Q17,J16 S17 Q17 R2 P16 R12 S12 D11 Q12 S16 F13 
59,W,22.56,77.44,P16,"P16 S16 S15 S17 N10 S11 K16 Q12 O13 Q13 K11 M9 M10 F18 F17 E19 H17 E17 F16",P16,P16 O15 S16 S8 S17 N15 O14 
60,B,22.53,77.47,S16,"S16 S8 S12 Q11 R11 S15 R12 Q13 S13 S17 S18",S16,S16 R2 R12 D11 Q12 S17 J16 O18 
61,W,22.11,77.89,S8,"S8 S9 S15 S17 N10 Q12 P12 R12 Q13 J16 T8 S13 S14 S12 T9 T10",S8,S8 S15 
62,B,23.85,76.15,S9,"S9 S15 S17 O7 N7 N10 J17 T8 S11 S12 P7 T9 R12 Q12 R11 S13 T10 T12 R7 T11 T7",T8,S9 S12 S11 R12 R2 S15 S13 Q12 
63,W,18.85,81.15,O7,"O7 S9 S15 S17 N7 N10 P7 Q12 O12 O13 N13 P12 O11",S15,O7 S15 S9 T9 
64,B,20.40,79.60,S17,"S17 O7 N7 J16 N11 N10 M10 N12 M12 M9 N8 M13 L13",S17,S17 S9 
65,W,19.45,80.55,O7,"O7 S9 N7 N10 P7 Q12 P12 Q13 P13 R14 Q14 P14 Q15 R12",O7,O7 J17 Q19 J16 K16 S9 N10 T9 D6 D4 
66,B,20.47,79.53,S9,"S9 N7 N10 N11 M11 M12 L10 L12 Q12 O13 N12 O11 N13 P13 P7 J17",N7,S9 N7 P7 R2 
67,W,19.12,80.88,J17,"J17 L13 N10 K16 J16 S9 K15 L15 K14 L14 K17 L11 N8 N9 M9 M8 O10 N8",J16,J17 Q19 J16 K16 N10 S9 D6 E4 O6 D4 C6 H17 P19 T9 N6 
68,B,21.41,78.59,N11,"N11 Q19 R19 M12 N12 N13 M13 L12 Q12 O13 P12 M14 F18 F17 E19",J15,N11 S9 N10 L13 L12 K16 D11 K14 F13 M12 M13 R2 L14 K15 
69,W,16.29,83.71,K15,"K15 K14 L14 K16 L15 H16 J17 H17 J18 H18 L18 J14 L13 E17 D13 E16 C6 D6 C5 D4 D5",K15,K15 Q19 K16 H16 N10 S9 
70,B,18.49,81.51,N10,"N10 M12 K14 L14 K16 L15 H16 J17 H17 J18 H18 L18 E17 H15 J14 H14 H13 G13 J12 H12 J13",K14,N10 K14 N11 R2 H16 S9 D11 K16 
71,W,16.17,83.83,L14,"L14 K16 L15 H16 J17 H17 K17 J14 L12 E17 H15 F17 H14 J12 H11 J11 J10 K10 J9 L11",L14,L14 Q19 L15 K16 N10 J14 S9 
72,B,17.34,82.66,K16,"K16 L15 H16 J17 H17 K17 J14 L12 L16 L18 L13 M13 K13 M14 M12 L11 N12 O13 N10 J11 E17 H15 G14",K16,K16 J14 D11 R2 L13 L15 
73,W,17.17,82.83,L15,"L15 H16 J17 H17 K17 J14 L13 E17 C6 D6 D7 E7 C7 E6 B4 B3 B5 D3 B9 M3 L4 M4 L6 M5 L8 N10 L10 M11 L11",L15,L15 S9 
74,B,17.05,82.95,H16,"H16 J17 H17 K17 J14 L13 E17 C6 D6 C5 D5 B4 C3 C8 C9 D7 E7 C7 D9 B3 B2 D4 D3 A2 C2 B9 B10 A9 F8 K4 M4 H3",H16,H16 D11 R2 
75,W,16.94,83.06,J17,"J17 H17 K17 J14 L13 E17 C6 D6 C5 D5 B4 C3 C8 C9 D7 E7 C7 D9 B3 B2 D4 D3 A2 C2 B9 B10 A9 F8 K4 M4 H3",J17,J17 S9 
76,B,16.88,83.12,H17,"H17 K17 J14 L13 E17 C6 D6 C5 D5 B4 C3 C8 C9 D7 E7 C7 D9 B3 B2 D4 D3 A2 C2 B9 B10 A9 F8 K4 M4 H3",H17,H17 R2 
77,W,16.70,83.30,K17,"K17 J14 L13 E17 C6 D6 C5 D5 B4 C3 C8 C9 D7 E7 C7 D9 B3 B2 E8 F7 B9 B10 A8 F10 D4 D3 E4 F5 H4",J18,K17 J18 H15 K18 S9 J14 H18 
78,B,16.60,83.40,H18,"H18 L18 J14 L12 E17 D13 F15 D6 C6 D4 C5 D3 D5 F4 G4 E5 C3",H18,H18 J14 R2 
79,W,16.14,83.86,L18,"L18 J14 L13 E17 D6 F8 D13 F17 B6 E5 E6 F5 F6 G6 G7 F7 C9 H6 C8",L18,L18 L16 H15 K17 G18 J14 S9 Q19 
80,B,16.54,83.46,J14,"J14 L13 E17 D6 F8 D13 F17 B6 E5 E6 F5 F6 G6 G7 F7 C9 H6 C8",J14,J14 E17 J19 R2 F13 M18 H15 K17 
81,W,16.35,83.65,L13,"L13 E17 D6 D4 D13 F17 B6 B8 E7 E8 G7 F8 F7",L12,L13 L12 H15 Q19 G15 F17 S9 P19 T9 
82,B,16.52,83.48,E17,"E17 G15 E15 D13 E16 H15 F14 H13 D14 C6 C9 E6 F8 G6 E4 G4",E17,E17 J19 L13 F13 K12 E12 R2 
83,W,14.94,85.06,D6,"G15 E15 D13 E16 H15 F14 H13 D14 E13 N10 E4 E3 D4 D3 C5 B4 E6 C7 B5 F4 C6 F7",D6,D6 G15 C6 D13 Q19 H3 H15 F17 E4 F15 S9 D4 E3 P19 T9 O6 
84,B,16.45,83.55,D4,"D4 D13 E16 G4 G3 B6 C9 E7 F9 H4 J2",F8,D4 E4 F8 C6 D11 J19 D10 R2 L13 C10 E11 C11 E5 S9 E12 
85,W,13.29,86.71,D13,"D13 F17 F6 E5 E6 C7 C6 C10 G4 G3 J4 H3 J6",B6,D13 B6 F6 D4 E3 G7 G6 F7 G15 Q19 F5 F17 F4 H15 S9 
86,B,17.20,82.80,C7,"C7 C6 E4 F6 C10 D13 F17 G4 G3 J4 H8 H7 J2 J7 J8 K8 H10",E4,C7 E5 C10 E4 C9 D4 D11 B8 R2 L13 C5 J19 B5 D10 C11 E12 
87,W,10.44,89.56,C9,"C9 N10 F6 N12 G4 H2 J3 H8 J6 C8 B8",C9,C9 F6 E5 D13 B4 F5 E7 F17 
88,B,12.75,87.25,D9,"N10 D13 F17 K4 N12 H3 N14 N15 Q12 Q11 R11 R12",C7,D9 N10 C7 S9 C8 R2 D13 D11 L13 E11 N3 F10 N11 R12 
89,W,9.96,90.04,B4,"B4 C6 C5 D5 B5 C3 B7 D9 C8 D7 D10 N3 K7 K5 H7 N10 G6 E6 J4 K4 J5",B4,B4 C5 B7 C6 D5 S9 
90,B,10.16,89.84,C6,"C6 C5 D5 B5 C3 B7 L4 D9 E9 E10 N10 N3 M3 N4 O2 P2 N2",C6,C6 C3 B3 R2 C5 
91,W,10.31,89.69,C5,"C5 D5 B5 C3 B7 N3 H7 D9 C10 J5 E5 D4 H5 H4 J6 G5 G6",C5,C5 B5 C3 
92,B,10.35,89.65,D5,"D5 B5 C3 B7 N3 J6 J4 K4 K3 L3 J3 E5 D4 D9 J8 K8 K9",D5,D5 R2 
93,W,10.27,89.73,B5,"B5 C3 B7 N3 J6 J4 K4 K3 L3 J3 E5 D4 D9 J8 K8 K9 L9 K7 L8",B5,B5 S9 
94,B,10.35,89.65,C3,"C3 B7 N3 J6 J4 K4 K3 L3 J3 E5 D4 D9 J8 K8 K9 L9 K7 L8 L7",C3,C3 R2 J19 O2 D11 
95,W,10.27,89.73,B7,"B7 N3 D13 F17 E5 D4 H6 D9 C10 H8 J7 J8",B7,B7 E5 B3 
96,B,10.79,89.21,N3,"N3 D13 F17 E5 D4 H6 D9 C10 H8 J7 J8",J8,N3 O4 M4 L4 D9 C8 M3 L3 R2 K4 O3 S9 J19 O2 L13 N10 R12 E10 D11 
97,W,6.58,93.42,L3,"L3 N3 J3 K4 L4 N5 M2 N2 G2 H3 H2 K3 K2 J4",L3,L3 M3 J7 L4 N3 M4 E5 S9 N4 Q19 F17 D9 C8 K7 N6 O6 T9 
98,B,7.78,92.22,N4,"N4 H3 J4 J3 K4 M2 N2 L4 G2 L6 J6 K7 J7 L9",N3,N4 N3 M3 R2 D9 C8 O4 O3 M4 O2 S9 
99,W,6.28,93.72,J3,"J3 K4 L4 N5 M2 N2 K6 J5 M6 N6 K8 K9 L8 J6 L9",J3,J3 J4 E5 H3 L5 K7 M4 S9 O4 
100,B,6.46,93.54,K4,"K4 M2 L4 N2 O2 P2 O3 O1 N11 S9 S10 T9 S12 R12 S11 S13",K4,K4 K2 R2 L5 D9 K5 N5 C8 M5 O4 S9 
101,W,5.81,94.19,M2,"M2 L4 N2 O2 P2 O3 O1 N11 N10 O10 O11 M10 N12 N9",L4,M2 L4 H2 E5 G3 K3 J4 S9 
102,B,7.84,92.16,M2,"M2 L2 N5 K6 K5 L5 H4 M7 N6 M8 N10 M10 M11",N5,M2 N5 R2 J4 K5 K3 O4 L5 
103,W,5.10,94.90,M2,"M2 N2 K6 J5 M6 N6 G2 F2 K8 K9 L8 J6 L9",M2,M2 M7 H2 E5 K5 K6 O4 M6 G3 L6 S9 N6 N8 M5 
104,B,5.60,94.40,N2,"N2 K6 J5 M7 N6 L5 J6 K7 J7 M9 N10 M11 N11 N12 O12 S9 S10 Q11",N2,N2 H2 O2 K5 S9 R2 D9 N10 J4 N11 H3 C8 Q12 
105,W,4.98,95.02,K6,"K6 J5 H2 H4 M6 N6 K5 J4 K8 K9",K6,K6 M7 G2 E5 K5 M6 H2 O4 G3 L6 H4 M5 N8 S9 L5 
106,B,5.56,94.44,J5,"J5 H2 H4 M6 N6 K8 K9 L8 L9",K5,J5 J4 K5 L5 R2 D9 J6 H5 
107,W,4.71,95.29,L5,"L5 H4 M7 N6 H3 H5 K8 J7 M9 N10 M11",L5,L5 E5 G3 O4 N8 G2 M6 
108,B,5.08,94.92,H4,"H4 M7 N6 H3 H5 K8 J7 M9 N10 M11 N11 N12 O12 S9",H4,H4 J6 R2 H5 
109,W,4.34,95.66,M7,"M7 N6 H3 H5 K8 J7 M9 N10 M11 N11 N12 O12 S9 S10 Q11",M7,M7 H3 M6 K8 O4 M8 N8 J7 E5 L8 P2 G2 L7 S9 
110,B,4.93,95.07,N6,"N6 H3 H5 K8 J7 M9 N10 M11 N11 N12 O12 S9 S10 Q11 T9 O11 N8",P7,N6 N8 M6 P7 R2 M8 O6 
111,W,3.23,96.77,M6,"M6 J6 O4 N4 K7 J7 L9 N10 M11 N11 N12 O12 Q11",H3,M6 H3 O4 H6 K8 J7 L8 N8 C8 Q11 J6 S9 
112,B,3.55,96.45,H5,"H5 M6 N10 O4 N4 L9 N12 D9 N14 N15 Q12 Q11 R11",H5,H5 R2 J6 K7 L6 
113,W,2.90,97.10,O4,"M6 N10 O4 N4 L9 N12 D9 N14 N15 Q12 Q11 R11",M6,O4 M6 L8 G2 F2 G3 K8 N8 M8 J7 M9 C8 S9 
114,B,3.49,96.51,N10,"N10 K9 N12 D9 N14 N15 Q12 Q11 R11 R12",C8,N10 L11 L8 K7 R2 D9 N11 L13 Q12 C8 O10 D11 E10 
115,W,3.70,96.30,B8,"B8 R2 S2 D9 C10 Q2 P2 P3 Q1 P4 R1 N10 J7 H7 K8 J6",B8,B8 B9 E5 
116,B,3.10,96.90,D9,"D9 C10 N10 H6 G6 H7 K7 J6 H9 G7 F6 F7 E6",D9,D9 E10 R2 S2 N10 D10 D11 L8 
117,W,3.25,96.75,C10,"C10 N10 H6 G6 H7 K7 J6 H9 G7 F6 F7 E6 G9 G10 F9",C10,C10 D10 D13 F17 O4 Q11 J7 
118,B,3.64,96.36,N10,"N10 H6 G6 H7 K7 J7 K9 G7 F7 G5 G4 F6 E6",N11,N10 D13 R2 L8 N11 R12 K17 L13 K7 Q12 O10 L9 S11 S12 J19 E15 S2 Q11 
119,W,2.65,97.35,O4,"O4 N4 Q11 S9 J7 H7 K8 J6 K7",O4,O4 L9 G3 J7 H6 Q19 M9 Q11 F2 N12 K8 L10 Q2 S11 H15 R11 P2 S9 F17 M10 
120,B,3.08,96.92,N4,"N4 H6 G6 H7 K7 J7 K8 G7 F7 G5 G4 F6 E6 H9 H8 G8 G9",N4,N4 M3 P4 R2 O5 P5 
121,W,2.36,97.64,H6,"H6 G6 H7 K7 J7 K8 G7 F6 H9 H8 G8 G9 F9 G10 F7 E7 E8 F10 L9",H6,H6 J7 G3 L9 M9 Q11 K8 L10 P2 S9 F2 N6 Q19 N12 K9 M10 G2 P19 F17 Q2 H15 R11 
122,B,2.69,97.31,G6,"G6 H7 K7 J7 K8 G7 F6 H9 H8 G8 G9 F9 G10 F7 E7 E8 F10 L9",G6,G6 Q12 H7 S2 R2 L8 K17 N13 K7 
123,W,2.43,97.57,H7,"H7 K7 J7 K8 G7 F6 H9 H8 G8 G9 F9 G10 F7 E7 E8 F10 L9 J10 K10 O10 Q11",H7,H7 J7 Q11 J6 K8 L9 M9 L10 Q19 S9 N12 F2 G2 
124,B,2.72,97.28,K7,"K7 J7 K8 G7 F6 M9 L11 H9 H8 G8 G9 H10 G10 G11",N13,K7 Q12 R2 H8 H9 L11 G7 N13 Q11 L13 J6 L8 L9 S2 
125,W,2.04,97.96,Q11,"Q11 S9 G7 F6 N14 K7 J7 K8 H9 H8 G8 G9 F9 G10",N14,Q11 N14 G7 H15 M12 S9 N15 M13 Q19 K13 R11 L10 E5 F17 S11 M9 N10 
126,B,2.79,97.21,Q12,"Q12 P12 R12 Q13 S13 S14 P13 S12 S11 T13 O12 S9",O14,Q12 K7 O14 H8 R2 S2 H9 G7 J6 L11 Q11 
127,W,2.01,97.99,O12,"O12 N12 N15 Q12 Q11 R11 R12 P13 S9 S11 T11 T10 S12 T12 S10 T11",N15,O12 M13 N15 Q11 G7 M14 S9 Q19 
128,B,3.46,96.54,Q12,"Q12 G15 E15 D13 E16 D14 R12 H15 F18 G7 F6",Q12,Q12 K7 R2 Q11 J19 R12 G7 
129,W,2.56,97.44,G15,"G15 E15 D13 E16 G7 F6 H15 R12 D14 F18 H9 G9 H10",G15,G15 H15 G7 Q11 R12 Q19 P12 P19 Q13 N6 E5 O19 F17 G8 D13 P13 O12 Q2 S11 M9 N10 
130,B,5.00,95.00,E15,"E15 D13 R2 S2 E16 G7 F6 H15 H9 F7 E7 G8 G9 F9 F10",E15,E15 F17 H15 F15 J19 K7 F16 R2 R12 G14 
131,W,4.17,95.83,D13,"D13 R2 S2 E16 H15 R12 G7 F6 H9 F14 H13 D14 Q19 R19 P19",D13,D13 Q19 
132,B,3.58,96.42,E16,"E16 H15 J19 K18 R12 G7 F6 H9 L10 D14 K11 F17",E16,E16 R2 J19 R12 H15 
133,W,3.17,96.83,H15,"H15 J19 K19 H19 M18 R12 D14 F15 G16 F18 G7 F6",G7,H15 G7 D14 Q19 Q11 R12 P12 P19 N8 E5 N6 O19 Q2 
134,B,3.85,96.15,F6,"F6 H15 G9 M9 R12 D14 F18 H10 H9 J10 K7 J7",F6,F6 F7 R2 
135,W,3.61,96.39,H15,"H15 G9 L10 R12 D14 F18 H10 H9 J10",H15,H15 Q11 Q19 D14 R12 P12 G3 M11 P19 G4 H9 F7 M9 E5 N8 N6 F2 N10 Q2 G9 
136,B,4.29,95.71,G9,"G9 L9 J10 R12 Q11 G3 G4 S11 S10 J12",F14,G9 H9 J19 F14 R12 K7 D14 R2 K11 G8 G10 
137,W,3.33,96.67,H13,"H13 R12 G16 G17 H9 D14 H19 F16 G18 F17 G13",H13,H13 G13 Q19 R12 G16 Q11 P19 F7 D14 G4 G18 P12 G3 H9 K13 F15 M9 N10 
138,B,3.56,96.44,R12,"R12 G16 G17 H9 D14 H19 F16 G18 F17 G13",D14,R12 D14 J19 R2 K7 K12 G9 H9 L11 J12 
139,W,3.05,96.95,M10,"G16 G17 H19 G19 J19 F16 G13 R12 Q19 R19",Q11,M10 G16 G18 M11 Q11 P12 R12 H9 Q19 Q13 G9 G4 O12 P19 G8 G3 F7 M9 N6 E5 N10 H19 P13 S11 
140,B,3.51,96.49,R11,"R2 S2 R11 R12 P12 S11 S9 H9 E13 L10 O18 O17 P18 G13 J19",R11,R11 R2 R12 
141,W,3.49,96.51,R12,"R12 P12 S9 S11 T11 S12 S13 O10 T12 O11 T10 K12 L11 K11 K10 J10 J11 K13 L13",R12,R12 P12 Q19 
