move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
15,W,41.85,58.15,E16,"E16 E14 D14 G18 D6 E5 D9 R3 R4 Q3 O3 P3",D6,E16 D6 D10 D16 D9 C9 
16,B,42.42,57.58,E5,"E5 D10 R17 R16 Q17 P17 P18 O18 O17 P16 N18 Q18 O19 R18 Q3 R3 P3 R4 M3 O4 O3 Q9 O16 F3 F4 G3 E2 K3",C12,E5 C12 
17,W,40.95,59.05,B13,"B13 C10 E5 E11 G14 D4 F7 F12 G16 G17",E5,B13 D12 E5 D4 D16 B15 
18,B,45.10,54.90,B14,"B14 O17 D4 F7 R3 R4 Q3 O3 P3 P4 O2 Q11 N3 O4 S3 G16 N16 G17 N14 O16",D12,B14 D12 D4 E11 
19,W,38.98,61.02,B13,"B13 E13 E14 F13 G15 C9 B15 B16 G17 F16 G13 G16 H16 G12 H13",E12,B13 E12 D4 E16 G16 F3 D16 F13 
20,B,42.31,57.69,E11,"E11 F11 E10 F10 E9 F9 E8 F13 F8 B13 E14 E13 B9 G4",E13,E11 E13 B14 D10 
21,W,36.22,63.78,E11,"E11 E14 C10 R3 Q3 R4 R6 R5 Q5 S6 R2 S2 S5 Q2 S3 R1 S4 R2 S7 Q6",E11,E11 F12 F13 E16 F16 F3 D16 
22,B,38.26,61.74,C9,"D10 F13 E14 F15 D14 F14 C13 G17 O17 M17 G16 F16 H17 G18 F18 H16",F13,C9 D10 E14 F13 C10 
23,W,35.26,64.74,D11,"C10 C13 D14 B14 F3 F2 E2 E4 F4 D2 D4 D3 G2",C10,D11 C10 
24,B,36.99,63.01,B14,"B14 G12 D4 G6 G13 H13 H14 J14 F12 H15 G14 O17 R3 R4 Q3",B14,B14 C13 B10 
25,W,37.14,62.86,G12,"F3 F2 E2 D2 D3 E1 E4 C3 E2 O17 E3 B2 M17 R6 R13 R3 R4 Q3 P4 S4 S5 S3",N17,G12 O17 F3 N17 O3 R14 G17 D4 N16 
26,B,37.93,62.07,R3,"R3 R4 Q3 O3 P3 P4 O2 F3 D4 E2 E6 F5 E7 D8 D2",R6,R3 D4 R6 R10 O3 
27,W,35.74,64.26,R8,"R8 R3 R4 Q3 P4 S4 S5 S3 S6 O3 R14 Q9 Q8 P9 P8 O9 G12 G13 H13 H14 J14",O3,R8 R5 G12 F3 Q10 R10 O3 R9 
28,B,36.73,63.27,R4,"R4 R3 S3 R5 S4 Q5 S5 R2 R8 R9 Q9 R10 Q8 Q10 D4 Q6 S7 O10 E6 E7",S4,R4 Q10 R14 R10 D4 S4 R9 
29,W,33.24,66.76,F3,"F3 D4 E2 E6 F5 D2 E7 O15 O16 R14 R15",R8,F3 G12 R7 R8 Q7 G3 Q8 R3 
30,B,35.87,64.13,R3,"R3 Q6 Q7 R7 S6 P6 D4 G5 E6 E7 F6 G7 H3 Q11 G12 K16 M15 O16 N12",Q8,R3 P6 
31,W,31.37,68.63,Q9,"Q9 Q7 G12 R3 L4 R16 R15 S15 Q15 S16 R17 S17",Q9,Q9 F3 R9 R7 
32,B,31.61,68.39,Q7,"Q7 G12 R3 P9 M3 N5 K4 O7 G4 G13 R16 R15 S15 Q15",Q7,Q7 R7 
33,W,30.90,69.10,G12,"G12 G13 H13 H14 J14 J15 H15 G14 K15 J16 K16 J17 K17 K18 L18 R16 R15 S15 S16 R17",R3,G12 P9 F3 R10 R9 R3 D4 
34,B,33.07,66.93,R9,"R9 R10 S9 Q10 S8 F3 F2 E2 E4 G2 F4 F1 F5 D4 D3 F6 G6 G7 H3 G3 F7",R9,R9 N4 R16 P9 Q10 
35,W,33.82,66.18,R10,"R10 S9 Q10 S8 F3 F2 E2 E4 D2 F4 G3 G2 G4 F5 D4 D3 H2 C2 G1 G5 H5 H6",R10,R10 Q10 
36,B,33.49,66.51,S9,"S9 Q10 S8 F3 F2 E2 E4 G2 F4 F1 F5 D4 D3 F6 H3 G3 H4 H2 H6 R14 L17 H13 L15 G11 O18 P17 N18 K3",S9,S9 S8 
37,W,33.55,66.45,Q10,"Q10 S8 F3 F2 E2 E4 G2 F4 F1 F5 D4 D3 F6 H3 H2 G6 G7 F7 E6 H6 J3 F8 H7 J6 J7 K7 H9",Q10,Q10 S10 
38,B,33.34,66.66,S8,"S8 F3 F2 E2 E4 G2 F4 F1 F5 D4 D3 F6 H3 H2 G6 G7 H6 J3 F7 E6 F8 E9 F9 F10 H9 R14 L17",S8,S8 S10 S12 
39,W,32.39,67.61,F3,"F3 F2 E2 E4 G2 F4 F1 F5 D4 D3 F6 H3 H2 G6 G7 H6 J3 F7 E6 F8 E9 F9 G12 G13 H13 H14",G12,F3 F2 R14 G12 R15 G3 G4 G16 D4 K16 H12 H3 H16 H13 G17 J16 K17 
40,B,36.96,63.04,D4,"D4 G13 E6 E7 F6 F7 G6 G7 H6 H7 J6 L3 R14 S15 P14 S14 R12 O16 O11 O9 M11 M9 N14",G13,D4 G13 H14 R14 N3 
41,W,31.64,68.36,F3,"F3 F2 E2 E4 D2 F4 G3 G2 G4 F5 D4 D3 H2 C2 F1 G5",H13,F3 H13 H12 F2 R14 G3 R15 G4 
42,B,36.36,63.64,H14,"H14 J14 F12 H15 G14 F3 F2 E2 D2 D3 E1 E4 G3 E2 R17 R16 E3 B12 B13",F12,H14 H12 F12 
43,W,18.43,81.57,F11,"F11 H14 H12 J14 G14 C13 D14 F14 G15 F15 G16 F16 J16 R14 K13 K14 L16 L13 K12 P14 R15",F11,F11 D4 F3 
44,B,20.62,79.38,H14,"H14 H12 G15 F3 F2 E2 E4 D2 G2 D4 D3 C3 F4 B3 D5 G3 H3 G4 F5",H14,H14 H12 
45,W,21.17,78.83,H12,"H12 G15 F3 F2 E2 E4 G2 F4 F1 F5 D4 D3 F6 H3 G3 H4 H2 H6 R15 L17 L16 K16 M16 K17 K3 L14",H12,H12 J13 
46,B,22.66,77.34,G15,"G15 F3 F2 E2 E4 G2 F4 F1 F5 D4 D3 F6 J4 K3 G6 G7 H6 G4 G5 R15 F7 F8 E6",J14,G15 J14 
47,W,16.24,83.76,G14,"G14 C13 D14 F14 G15 F15 G16 F16 J16 R14 K13 H16 S15 K14 L16 L13 K12 H17 L14 S14 R15",G14,G14 F3 K17 K16 J16 G3 D14 G4 
48,B,17.05,82.95,C13,"C13 D14 F14 G15 F15 G16 F16 J16 R14 K13 H16 S15 K14 L16 L13 K12 H17 L14 S14 R15 P14",G15,C13 F15 F14 G15 E14 
49,W,9.83,90.17,B13,"B13 E15 B15 C13 D14 A14 A15 B12 A13 B14 B16 B17 D16 C17 E16 E14 F15 F16 F14 H16 D4 D3 B5 H3 L3",B13,B13 D14 F14 F3 G3 
50,B,10.25,89.75,E15,"E15 B15 C13 D14 A14 A15 B12 A13 B14 B16 D16 B17 E14 C18 D4 G6 N3 N4 M3 M4 O2",B12,E15 C13 B12 E14 F14 
51,W,7.74,92.26,D14,"D14 F14 B15 B10 C9 B9 B8 C8 D8 B7 C7 A8 B6 C8 B16 B17 B8 A12 A14",B15,D14 B15 F14 
52,B,9.50,90.50,B10,"B10 D14 F14 C9 B9 B8 C8 D8 B7 C7 A8 B6 C8 B16 B17 B8 A12 A14",A14,B10 A14 C13 E14 E15 A12 F14 
53,W,9.83,90.17,D14,"D14 E15 A13 C13 A15 B14 B16 C17 B17 B18 A14 A12 A18 C18 D11 D16 B11",D14,D14 A13 A15 F14 G3 D16 
54,B,12.90,87.10,E15,"E15 A15 D16 A13 B14 C13 A12 B17 B16 A16 B18 A18 C17 F3 F2 E2 D2 D3 E1 E4 E2 D4 C3 R15",E15,E15 E14 F14 F15 
55,W,14.40,85.60,A13,"A13 C13 A15 B14 B16 C17 B17 B18 C18 D18 A18 C19 A14 A12 D11 D16 B11 E14 C11",E16,A13 A15 E16 D16 F3 G3 
56,B,21.75,78.25,F15,"F15 A15 D16 A13 B14 B16 B17 C13 A12 A17 A18 F3 F2 G2 F4 G3 E4 D4 D2 F1",F15,F15 F14 E14 D16 F16 
57,W,21.97,78.03,A15,"A15 D16 A13 B14 B16 B17 A12 B11 C13 A11 A17 A18 F3 F2 E2 D2 D3 E1 E4 E2 C3 B3 D4 C2 R15 L17 L16 M17",A13,A15 A13 D16 B16 F3 G3 
58,B,24.24,75.76,D16,"D16 B16 B17 A15 B14 A12 B11 C13 A17 B10 A11 D11 E14 A10 A14 F3 F2",D16,D16 C13 A12 B16 
59,W,23.05,76.95,F3,"A15 B14 F3 F2 E2 E4 D2 F4 G3 G2 G4 F5 D4 D3 H2 C2 F1 G5 H5",F3,F3 A15 B16 A12 D11 B11 B17 G3 C11 R15 
60,B,21.60,78.40,F2,"F2 E2 D2 D3 E1 E4 E2 C3 B3 B11 A12 A15 B14 D4 C2 A14 C13 R15 L17 L16 M17 N16 M16",F2,F2 E2 F4 D4 
61,W,21.05,78.95,E2,"E2 E4 D2 F4 G3 G2 G4 H2 C3 F5 D4 D3 B3 D5 A15 E6 B2 B14 A12 C13 A14",E2,E2 G2 A15 G3 D3 F4 
62,B,22.46,77.54,E4,"E4 D2 F4 G3 G2 G4 H2 C3 F5 D4 D3 B3 G5 J3 D5 J4 E6 B2 B1 C1",D2,E4 D2 F4 G3 
63,W,18.15,81.85,A15,"A15 B14 D3 E1 E4 E2 C3 B3 D4 C2 A14 A12 B11 C13 R15 L17 L16 M17 N16 M16",E4,A15 D3 E4 
64,B,24.24,75.76,D3,"D3 G2 E1 A15 B14 G3 K6 L4 K8 R15 L17 L16 M17 N16 M16 M15",D3,D3 E1 
65,W,23.35,76.65,G2,"G2 E1 A15 B14 G3 K6 A12 B11 C13 B16 B10 A11 D11 E14 A14",G2,G2 A15 B11 D11 
66,B,22.25,77.75,E1,"E1 A15 B14 G3 N4 N3 M4 L6 N6 N7 O7 M7 O8 N9",E1,E1 G3 
67,W,21.91,78.09,A15,"A15 B14 G3 N4 C13 B16 N3 L4 K6 M3 M5 M4 S3 H4 G5 O4 P4 R17 R16",G3,A15 G3 B11 H3 D11 
68,B,23.77,76.23,L6,"L6 A15 B14 C13 A12 B17 B16 A16 B18 A18 C17 R15 M4 L17 N3 O4 S3 N6 K3 J6 K7",N4,L6 N4 K6 K5 K7 L7 R17 M4 B10 
69,W,21.34,78.66,A15,"A15 B14 N3 K6 A12 B11 C13 A11 B16 B17 A17 A18 K7 L6 L7 J6 J7 H6 H7 L3 G6",N6,A15 N3 D11 L6 B11 L4 L5 M6 N6 
70,B,33.00,67.00,N3,"N3 O4 N5 O5 M6 M7 L6 L4 L7 N7 L9 M5 K4 N2 H7 R15 L17 L16 M17 M16 N18 O17",N3,N3 L5 L4 K4 L6 M6 K5 O4 
71,W,31.67,68.33,O4,"N2 M2 O2 K5 L4 L5 M5 K4 L3 K3 L2 K2 H6 J7 H7 M7 N7 M8 N8 M9 J8 K8",O4,O4 N2 O2 L5 
72,B,28.59,71.41,N5,"N5 O5 M6 M7 L6 L7 K5 L4 K7 K3 K9 O7 H6 M5",N5,N5 L4 K4 L5 K3 K5 O2 
73,W,24.96,75.04,O5,"O5 M6 M7 L6 L7 L4 K6 J3 J4 H4 J5 H3 G5 N2 K3 K2 L3 L2 K4 M3",O6,O5 L6 A15 M6 
74,B,40.60,59.40,M6,"M6 M7 L6 L7 K6 L4 L3 K4 M4 K7 J6 K3 M2 L2 O2 P2 J7",M6,M6 K4 L5 K5 O5 O2 K3 
75,W,36.06,63.94,M7,"M7 L6 L7 K6 K7 J5 J6 K4 H6 S3 N2 M2 O2 K2 R15 L17",M7,M7 A15 
76,B,33.93,66.07,L6,"L6 L7 K6 K7 J6 L4 O2 P2 K4 K3 L3 J4 K2 K5 M2 M4 M5 O1 J3 J2 K4",L6,L6 O5 
77,W,30.99,69.01,L7,"L7 K6 K7 J6 L4 O2 P2 L3 A15 B14 A12 B11 C13 A11 B17 B16 A16 B18 A18 C17 A17",L7,L7 L4 A15 
78,B,29.67,70.33,K6,"K6 K7 J6 L4 O2 P2 L3 A15 B14 C13 A12 B17 B16 A16 B18 A18 C17 C18 A17 K3 A14 L2 M2 M3 M4 L3 O5",L4,K6 J6 O5 L4 O2 J5 K4 K3 
79,W,27.83,72.17,A15,"A15 B14 B16 B17 C13 A12 A17 A18 K6 O5 P5 P6 N8 K5 J6 J5 H5 H4 G5 S3",K6,A15 K6 B11 J6 
80,B,32.13,67.87,O5,"O5 A15 B14 P5 P6 N8 K5 J6 J5 H5 H4 G5 K12 K3 K2 J2 L3 S3 K10 R15",K2,O5 J3 K5 J4 
81,W,18.20,81.80,A15,"A15 B14 C13 A12 B17 B16 A16 B18 A18 C17 K13 O8 N9 H4 K4 K3 K5 J3 G5",K4,A15 B11 K4 K13 R15 K5 J4 R14 
82,B,18.18,81.82,K3,"K3 K5 K12 R15 L17 L16 M17 N16 M16 M15 L15 L14 K16 M14 K14 S10 S3 O5",K3,K3 K5 O5 
83,W,17.84,82.16,K5,"K5 J4 B11 A12 A15 B14 A14 C13 H5 K12 R15 L17 L16 M17 M16 N18 O17 O18 P18 K16 K17",K5,K5 A15 L5 J4 K13 R15 B11 
84,B,17.34,82.66,J4,"J4 A15 B14 H5 K12 A12 B11 C13 B10 B9 C9 B8 D10",N8,J4 K12 R17 O5 O8 L5 S3 B10 
85,W,13.11,86.89,R14,"A15 B14 A12 B11 C13 A11 B17 B16 A16 B18 A18 C17 B10 E14 A14 A17 L5 M5",O2,R14 A15 K13 A12 B11 R15 D11 O2 M9 P8 L3 K12 L5 O8 N2 O5 S3 B17 
86,B,15.48,84.52,N2,"N7 A15 B14 A12 B11 C13 A11 B17 B16 A16 B18 A18 C17 A17 C19",N7,N2 N7 L5 O5 M3 J4 
87,W,13.38,86.62,O5,"O5 M3 A15 B14 C13 A12 B16 B17 A17 A18 M9 K12 R15 L17 L16 M17",O5,O5 A15 P7 M9 P6 B11 L5 L3 P8 D11 M2 N2 
88,B,14.88,85.12,M3,"M3 A15 B14 B11 A12 A14 C13 M9 K12 R15 K9 L9 K10 L11 K11 L17 G10 G11",M3,M3 N2 K7 L5 M2 
89,W,14.15,85.85,A15,"A15 B14 M9 J4 H5 K12 R14 L17 L16 M17 M16 N18 O17 O18",M9,A15 B11 M9 D11 K8 P8 R15 M2 J3 K12 L9 
90,B,16.50,83.50,J4,"J4 J3 H3 H4 J2 H5 K12 A15 B14 R15 L17 L16 M17 M16 N18 O17 O18 P18",K12,J4 K12 R17 O10 H4 P9 K7 A12 R14 C13 N9 B10 P18 S3 
91,W,14.06,85.94,B11,"D11 C13 A15 B14 A14 A12 R15 L17 L16 M17 N16 M16 M15 L15 L14 K16 M14 K14",M2,B11 D11 R15 A15 R14 P8 N9 K11 L17 K13 J10 M2 K10 L16 R16 K17 M12 J11 B17 J13 
92,B,17.03,82.97,N2,"N2 N1 L2 A15 B14 C13 A12 B17 B16 A16 B18 A18 C17 P8 E14 A14 R17 R16 Q17 P17",N2,N2 H2 J4 
93,W,15.30,84.70,N1,"N1 L2 M1 L1 O1 H2 H3 J2 A15 B14 A12 B11 C13 A11 B17 B16 A16 B18 A18 C17 A17 C19",N1,N1 A15 
94,B,14.76,85.24,L2,"L2 M1 H2 H3 J2 B11 A12 A15 B14 A14 C13 R15 S3 S2 K9 L9 K10 L11 K11 L17 G10 G11",L2,L2 L1 H2 J4 H4 K7 L9 K9 J11 J10 K10 J3 R17 B10 
95,W,13.54,86.46,M1,"M1 H2 A15 B14 H3 J2 C13 A12 B17 B16 A16 B18 A18 C17 R15 E14 A14 A17 L17 B14 J10",M1,M1 A15 R15 P8 R14 B11 K13 N9 D11 K11 K10 R16 J3 J13 S5 K17 L17 J10 J11 B17 
96,B,14.10,85.90,H2,"H2 A15 B14 H3 J2 B11 A12 A14 C13 R15 K9 L9 K10 L11 K11 L17 G10 G11 M13",L1,H2 O1 L1 J4 K7 J3 J2 
97,W,11.23,88.77,O1,"O1 H2 A15 B14 H3 J2 C13 A12 B17 B16 A16 B18 A18 C17 C18 A17 H1 J1 B17 B19 C19 A17",O1,O1 A15 
98,B,16.08,83.92,J1,"J1 A15 B14 D11 C13 A14 A12 B11 E14 R15 K10 L11 K11 J9 H11",J1,J1 H2 J2 J4 J3 K7 H4 
99,W,15.79,84.21,A15,"A15 B14 D11 C13 A14 A12 R15 L17 L16 M17 N16 M16 M15 N15 M14 N18 O18 M18 P17",L17,A15 B11 D11 R15 J3 R14 J2 H2 K13 R16 P8 
100,B,17.65,82.35,M16,"J4 A15 B14 C13 A12 B17 B16 A16 B18 A18 C17 R15",L9,M16 R16 J4 K10 L9 H4 S16 R17 K9 S3 J10 J11 R14 B10 O17 A12 C13 
101,W,13.53,86.47,A15,"A15 B14 C13 A12 B17 B16 A16 B18 A18 C17 M8 R17 R16 Q17 P17 P18",M8,A15 B11 D11 R15 M8 L10 K9 M10 J3 R14 J2 J9 R16 K8 
102,B,16.17,83.83,H10,"M10 N9 H10 A15 B14 A12 B11 C13 A11 B17 B16 A16 B18 A18 C17 B10 E14 A14 A17 J11",M10,H10 M10 J9 R17 M16 G11 
103,W,12.85,87.15,N9,"N9 H10 A15 B14 C13 A12 B16 B17 A17 A18 J11 K10 R15 G9",N9,N9 R15 N10 A15 L10 
104,B,14.99,85.01,H10,"H10 A15 B14 A12 B11 C13 A11 B16 B17 A17 A18 B18 A16 H2 J2 A17 C17 A19",N10,H10 R17 N10 J9 K8 M16 G11 
105,W,10.15,89.85,A15,"A15 B14 C13 A12 B16 B17 A17 A18 L10 L11 K10 J11 R15 J10 K9 G10",R14,A15 O9 R15 B11 D11 L10 J10 R16 J3 K8 J2 
106,B,18.42,81.58,H10,"J9 N13 R17 Q17 Q18 P18 R16 S15 M16 M17 R15 Q15 S16",Q17,H10 M16 J9 O9 R17 J10 N13 G10 Q17 O17 K7 N14 B10 
107,W,11.96,88.04,R17,"R17 H10 A15 B14 J11 K10 J10 J9 K8",R17,R17 A15 P17 
108,B,13.81,86.19,H10,"H10 A15 B14 C13 A12 B17 B16 A16 B18 A18 C17 J11 K10 J10 J9 K8 K9 H9 J8",O17,H10 O17 P16 R16 O9 P17 J9 
109,W,7.56,92.44,P17,"P17 O16 N16 O15 O18 N15 A15 B14 A14 A12 B11 C13 D11 E14 J9 J4 H5 H4 G5",P17,P17 A15 O16 N16 O18 P16 
110,B,7.83,92.17,O16,"O16 N16 Q15 A15 B14 O18 R15 A12 B11 C13 B10 B9 C9 B8 D10 D11 C11",O16,O16 P16 
111,W,7.11,92.89,A15,"N16 Q15 A15 B14 C13 A12 B17 B16 A16 B18 A18 C17 O15 P16 Q18 R16 Q17",N16,A15 N16 O18 N18 
112,B,9.29,90.71,Q15,"Q15 A15 B14 C13 A12 B16 B17 A17 A18 O15 P16 Q18 R16 Q17 P15 R15 Q13 O18 R13 O10 Q14",Q15,Q15 O14 O15 O18 N18 Q18 P18 H10 P16 N15 O9 
113,W,9.16,90.84,A15,"A15 B14 C13 B16 O15 P16 Q18 R16 Q17 P15 A12 O18 R15 O14 N15 R13 S13 Q13 N14 S12",R15,A15 O18 R15 O15 P16 Q18 O14 B11 R16 
114,B,14.12,85.88,P16,"P18 Q18 P16 A15 B14 A12 C13 A14 Q17 R16 B11 A11 B10 B9",P16,P16 P18 N18 N15 O18 O14 Q18 O15 
115,W,12.84,87.16,Q18,"Q18 P18 A15 B14 B11 A12 A14 C13 Q17 N18 O15 P15 O14 M18 K16 K18",Q18,Q18 A15 
116,B,12.91,87.09,P18,"P18 A15 B14 C13 Q17 R16 A12 B17 B16 A16 B18 A18 C17 N14 E14 A14 N18 M18 R18 P17 O13 O14",P18,P18 O14 
117,W,12.12,87.88,A15,"A15 Q17 R16 B14 C13 B16 N14 O9 O8 R18 P17 N18 Q17 M18 K14 M17 J13",Q17,A15 Q17 N14 O15 Q14 O14 O18 
118,B,15.47,84.53,N18,"N18 A15 N15 B17 B16 A16 B14 C13 B18 M15 N14 M18 K18 M14 N13 M13 N12 M12",N18,N18 O14 N15 
119,W,12.83,87.17,O15,"O15 P15 O14 M18 A15 B14 L14 L18 K17 K18 J13 K13 K14 M13 P14 H10 G11 J11 J9 H9 J8 H8 J7 F9",O15,O15 A15 N14 N15 O14 
120,B,12.58,87.42,P15,"P15 O14 M18 A15 B14 C13 B16 L14 L18 J13 K13 K14 K17 K16 J17 O9 M12 L13 K10",P15,P15 M18 M17 L18 N15 
121,W,11.63,88.37,O14,"O14 M18 A15 B14 C13 B16 L14 L18 J13 K13 K14 G11 H11 G10 H10 G9 H9 D11 F9 D10 G8 O9 O8 P8 O7 P9 K17 J18 H16 H17 J17 G17",O14,O14 A15 P14 
122,B,12.46,87.54,M17,"M18 A15 B14 C13 B16 L14 L18 J13 K13 K14 G11 K17 J18 H11 G10 H10 G9 H9 D11 F9 D10",M18,M17 M18 L18 N15 Q13 P14 
123,W,10.58,89.42,A15,"A15 B14 C13 B16 L14 L18 J13 K13 K14 G11 K17 K18 H11 G10 H10 G9 H9 D11 F9 D10 G8 O9 O8 P8 O7 P9 J17 J18 O10 O11 P10",L14,A15 L14 K16 K17 L18 B11 L15 K14 L16 K13 K18 
124,B,13.25,86.75,L18,"L18 A15 B14 K17 K18 J13 O9 O8 K13 K14 M13 P14 H10 G11 J11",L18,L18 M17 K18 N15 P14 Q13 M13 K17 P13 
125,W,12.29,87.71,A15,"A15 B14 K17 K18 J13 O9 O8 K13 K14 M13 P14 H10 G11 J11 J9 H9 J8 F9 D11 C13",K17,A15 K17 J13 K13 
126,B,13.95,86.05,K18,"K18 A15 B14 J13 O9 O8 K13 K14 G11 H11 G10 H10 G9 H9 D11 F9 G8 D10 H8 C13 M13 M14 J17 J16 H16 K15 H15",J18,K18 J18 M17 Q13 P14 N15 
127,W,12.45,87.55,J13,"A15 B14 J13 K13 K14 M13 O9 J9 J11 K11 J10 K10 K8 K9 L13 M12 O12 O13 P14",K18,J13 A15 J10 J17 B11 D11 K13 L11 K18 L10 K10 K11 
128,B,13.39,86.61,K19,"K19 J17 H18 J10 L13 M14 K14 K8 J11 H10 J4",K19,K19 M17 Q13 
129,W,12.95,87.05,A15,"J13 O9 O8 K13 K14 M13 P14 H10 G11 J11 J9 H9 J8 F9 D11 C13 A15",J17,A15 J13 J17 J10 K13 D11 L11 K10 
130,B,13.28,86.72,H18,"H18 J10 K8 K7 K10 J8 J13 A15 B14 C13 A12 B17 B16 A16 B18 A18 C17 A17",H18,H18 H17 M17 
131,W,12.04,87.96,J10,"J10 K8 K7 K10 J8 J13 A15 B14 A12 B11 C13 A11 B17 B16 A16 B18 A18 C17 B10",H17,J10 A15 H17 J13 B11 D11 K8 K13 K10 J9 L11 J11 
132,B,15.21,84.79,G17,"G17 J10 K8 K7 K10 J8 K14 L13 J12 A15 B14 A14 A12",G17,G17 G18 
133,W,12.98,87.02,A15,"B11 A12 A15 B14 D11 C13 A14 E14 C11 B14 J10 M13 M14 K8 K7 K10 J8 N13 O13 O12",G18,A15 B11 J10 J13 K8 K10 D11 K13 L11 J9 L10 G18 J11 
134,B,15.00,85.00,F18,"F18 A15 B14 J10 K8 K7 K10 J8 M17 M16 L16 J13 K13 K14 N13 N14 M13",F18,F18 L19 G19 J19 
135,W,14.78,85.22,A15,"A15 B14 J10 K8 O9 K10 J9 J11 H11 M13 M14 J8 H8 H7",L11,A15 J10 D11 J13 K8 K13 L11 L19 J19 K10 B11 
136,B,18.12,81.88,O9,"O9 K8 K11 J10 K10 K9 P8 A15 B14 B11 A12 A14",O9,O9 K11 L12 M13 G11 L10 
137,W,15.51,84.49,O8,"O8 K11 L10 K10 L12 L13 M13 K13 M12 S10 J9 K9 J8 J4 H5 H4 G5 R12 O10 S3",O8,O8 K8 K7 A15 L10 
138,B,14.20,85.80,K11,"K11 L10 K10 L12 L13 M13 K13 M12 S10 B11 A12 A15 B14 A14 C13 D11 E14 J9 K9 J8 J4 H5 H4 G5 P8",K11,K11 L12 M13 L10 K7 
139,W,13.78,86.22,L10,"L10 K10 L12 L13 M13 K13 M12 H9 A15 B14 C13 A12 B17 B16 A16 B18 A18 C17 C18 A17 L19 M19 B17 B19 C19",L10,L10 A15 J9 B11 D11 J10 H10 L12 K8 
140,B,15.27,84.73,M13,"K10 L12 L13 M13 K13 M12 H9 S10 A12 A15 B14 O7 M17 M16 L16 K16 P14 P13 Q13 Q14 O18 O13",K10,M13 K10 L12 H10 L13 G11 K7 
141,W,13.14,86.86,L12,"L12 L13 M13 K13 M12 H9 S10 A12 A15 B14 O7 M17 M16 L16 K16 P14 P13 Q13 Q14 O18 O13 T10",L12,L12 K9 A15 J9 M11 H10 
142,B,13.59,86.41,L13,"L13 M13 K13 M12 H9 A15 B14 S10 A12 H10 G9 A14 B9 B10 A10 C9 B8",K13,L13 H10 G11 K7 K13 G10 
