move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
94,B,3.29,96.71,B18,"B18 C18 B17 S16 R15 S18 R12 Q12 H15 H17 J13 J8 J16 J17 K16 D18",B17,B18 C18 C10 B17 D9 J9 L2 
95,W,2.90,97.10,J8,"C18 B18 H14 J9 P2 Q2 N2 P1 L2 K2 J10 H9 K7",C18,J8 C18 D10 H14 H15 P2 J14 J13 S16 N2 L2 S12 
96,B,3.20,96.80,B18,"B18 S16 R15 S18 R12 Q12 H15 H17 J13 J8 J16 J17 K16 D18",B18,B18 C10 C8 D9 
97,W,2.69,97.31,S16,"S16 R15 S18 R12 Q12 H15 H17 J13 J8 J16 J17 K16 D18 C10",H14,S16 J8 D10 P2 H14 H15 D18 J14 L2 S12 J13 N2 K11 S2 J12 E18 H9 H10 H8 S3 H13 
98,B,3.87,96.13,J9,"J9 S2 R2 S3 T4 P2 Q2 N2 P1 L2 K2 J10 H9",C5,J9 J13 J8 L2 G14 C10 N2 H8 H9 P2 N5 Q4 C8 D7 
99,W,2.47,97.53,B5,"B5 D6 B6 B4 D7 D8 E6 D5 C7",B5,B5 B6 J8 H9 D6 D7 D10 P2 H8 N2 L2 S12 B7 D18 
100,B,2.87,97.13,D6,"D6 C7 B4 J8 E8 H7 C10 B10 D10 B11 B6 B7 A5",B4,D6 C7 B4 J13 D8 J9 D9 
101,W,2.25,97.75,D5,"D5 C4 J8 C10 B10 D10 B11 C7 D9 E9 E8 F9 B7 D6 B6 D7 C8 F7 K7 H7",D5,D5 J8 D10 P2 H9 D18 L2 B6 H8 B7 N2 D7 D6 
102,B,2.31,97.69,C4,"C4 J8 C10 B10 D10 B11 C7 D9 E9 E8 F9 B7 D6 B6 D7 C8 F7 K7 H7 L2 K2",C4,C4 M6 
103,W,2.12,97.88,J8,"J8 C10 B10 D10 B11 C7 D9 E9 E8 F9 B7 D6 B6 D7 C8 F7 K7 H7 L2 K2 N2 P2 L1",S2,J8 H9 P2 D10 H8 L2 S12 N2 H10 S2 D7 D8 E9 S16 D18 B7 C10 K11 K7 
104,B,2.06,97.94,Q4,"Q4 P5 R2 S3 T4 P2 Q2 L2 K2 N2 P1 J8 L1 D10 F9 K7 H7 H8",Q4,Q4 R2 P2 C7 C10 S3 B7 
105,W,2.12,97.88,P5,"P5 R2 S3 T4 P2 Q2 L2 K2 N2 P1 J8 L1 D10 F9 K7 H7 H8 G7 B7",P5,P5 S3 
106,B,2.20,97.80,R2,"R2 S3 T4 P2 Q2 L2 K2 N2 P1 J8 L1 O2 G8 K7 H7 D10 L7 L8",R2,R2 P2 L2 S3 
107,W,2.11,97.89,S3,"S3 T4 L2 K2 P2 Q2 N2 P1 J8 L1 D10 F9 K7 H7 H8 G7 B7 J10 H10",S3,S3 J8 P2 D10 L2 N2 S12 H9 H8 S16 T4 
108,B,2.16,97.84,T4,"T4 J8 P2 H7 H9 J9 F7 D10 F9 H10 G10 H11",T4,T4 T3 
109,W,2.01,97.99,L2,"L2 K2 P2 Q2 N2 P1 J8 L1 O2 G8 K7 H7 D10 L7 L8",P2,L2 P2 J8 D10 H9 S12 S16 H8 H10 N2 D18 S1 
110,B,2.19,97.81,Q2,"Q2 L2 K2 N2 N5 M6 J8 D10 J13 J14 L13 L14 P1 J9 H9",S1,Q2 S1 
111,W,2.03,97.97,J8,"J8 N2 M2 O2 H7 J13 J14 L13 L14 E8 J11 H11 H10 G10 H9 C8 B8 C10 D8",N2,J8 L2 D10 N2 Q1 Q2 S12 H9 S16 H8 T2 D18 
112,B,3.10,96.90,C10,"C10 B10 D10 B11 C7 D9 E9 E8 F9 B7 D6 B6 D7 C8",C11,C10 L2 N5 C7 Q2 B7 D18 E9 J9 T2 R12 C8 
113,W,1.52,98.48,D11,"D11 D10 C10 B11 E10 D9 F11 F12 G12 F13 G13 F14 F15 E9 G14 C8 F9 F8 D8 E8 B8 D7",D11,D11 Q1 B11 T3 H8 S16 B7 J8 D7 L2 G8 E9 E8 S12 F8 T2 B10 
114,B,1.46,98.54,D10,"D10 C10 B11 E10 D9 F11 C8 F12 E8 G7 G8 H8 H7 F8 G9 F9 F7 G6 F6 F5",H15,D10 L2 
115,W,1.18,98.82,H13,"H13 D10 C10 B12 B11 B13 C11 G12 F13 B7 B6 C7 D7 D8 C8 E7 D6",G14,H13 J15 G14 J14 F12 E10 G15 D10 G13 B11 S16 S12 Q1 T2 G12 C10 E18 J13 H17 
116,B,1.42,98.58,D10,"D10 C10 B11 E10 D9 F11 C8 F12 E8 G8 G7 H7 G6 H6 H5 J5 H4",D10,D10 J14 J13 
117,W,1.30,98.70,C10,"C10 B11 E10 D9 F11 E9 F12 C8 G8 F9 G9 G6 F7 F6 E7 D7 E6 D6",C10,C10 B11 Q1 S16 T2 S12 E10 D9 
118,B,1.37,98.63,B11,"B11 E10 D9 F11 E9 F12 C8 G8 F8 G7 G9 J8 H9 J7 G5 F7 E7 H5 H4 E6",B12,B11 B12 B13 J14 J13 H17 D9 F13 L2 G17 E10 
119,W,1.27,98.73,B11,"B11 B13 C11 L2 J8 N5 M6 G8 K7 H7 B6 L7 L8 N8 M8",B11,B11 S12 
120,B,1.26,98.74,B13,"B13 C11 L2 J8 N5 M6 G8 K7 H7 B6 L7 L8 N8 M8",B13,B13 J13 
121,W,1.23,98.77,C11,"C11 L2 J8 N5 M6 G8 K7 H7 B6 L7 L8 N8 M8",C11,C11 S12 S16 T2 
122,B,1.59,98.41,L2,"L2 J8 N5 M6 G8 K7 H7 B6 L7 L8 N8 M8",R18,L2 C7 G11 E8 E9 R12 B7 J9 N5 D6 J14 H8 S18 B6 R18 H17 F9 E10 G17 F8 S12 Q2 H9 J17 F13 J13 D7 L13 D18 K17 J8 M6 H10 T2 H18 D8 G9 E5 E18 O14 G8 E7 M12 F10 L17 M15 J18 G10 G12 J15 S16 N6 H7 H11 F7 F18 K11 J7 J10 L14 K15 J11 F6 M16 M17 C19 F12 G18 H19 K19 H6 K13 M18 K2 L16 G7 L18 K16 K18 E6 D9 L15 N18 J16 S15 J19 F5 H5 G19 A11 L19 F11 J6 A10 J5 M19 S19 F19 N19 
123,W,1.09,98.91,H8,"J8 Q17 O14 P18 R17 J13 J14 Q17 S12 R12 Q12 T11 R17 N5 M6 Q17 L2",D6,H8 J8 B6 F8 D7 L2 E10 F9 J13 E9 B7 Q17 Q12 D6 K13 G8 H9 E8 S12 E18 D18 E7 E6 H10 M12 O14 Q1 T3 G11 D9 S16 R15 F7 
124,B,1.38,98.62,F6,"Q17 J13 J12 R17 M17 K17 Q17 O14 P18 R17 K18 J18 Q17 S12 R12",L17,F6 Q17 H8 G6 L2 F5 R12 M17 B6 S12 O14 L17 J9 E8 H9 G5 D18 G11 F8 N5 Q2 K17 T2 M15 
125,W,1.17,98.83,M18,"K16 K17 H18 J16 K15 G18 H17 G17 H16",J17,M18 K16 J15 K18 H17 J17 J18 S12 H18 S16 K17 M12 R15 
126,B,1.67,98.33,O14,"O14 M16 N14 M12 M14 L13 L15 L16 K15 L11 H8 F5 F8 E9 F9",H17,O14 Q17 H17 M15 H8 J18 K15 L2 J9 F6 F5 J16 E8 M16 B6 R12 N17 M18 L15 
127,W,1.01,98.99,K18,"H18 J16 G17 G16 H16 O14 N14 H17 J18 N15 M15 N16 M16 N17 M17",K17,K18 K17 J18 H18 J16 K16 S12 
128,B,1.13,98.87,K16,"K16 J16 J15 K15 L16 H16 G16 G15 J18 K18 L18 J14 O14 N14 N15",K15,K16 K15 J15 Q17 L2 H8 L16 J14 F6 O14 R12 K18 M15 M16 D18 
129,W,1.13,98.87,L14,"L14 L16 H18 O14 N14 N15 M15 N16 M16 N17 M17 N18 M18 O16 N19 O19 M19",J14,L14 J14 L13 J13 K13 L15 L16 L18 H18 J15 
130,B,1.41,98.59,M16,"M16 M15 L15 J15 N15 M14 O14 N16",M18,M16 L16 M18 M15 L18 O14 K16 K18 L14 R12 Q17 N17 L2 L15 
131,W,1.04,98.96,M16,"M16 L16 H18 G18 H16 G17 J15 J18 K18 E18 D18 H19",L16,M16 L16 M15 K16 J15 L15 K18 N17 H18 S12 S16 J18 T2 
132,B,1.50,98.50,K16,"M16 L15 M15 L14 O14 N14 N15 M14 O16 P15 N17 O18 K18 J18 N18 K19",M16,K16 M16 K18 Q17 L2 L15 R12 T2 
133,W,1.79,98.21,L15,"L15 M15 L14 O14 N14 N15 M14 Q17 O16 K18 J18 N18 O18 L19 N19 J19 H18 R17",L15,L15 K16 L18 M15 N17 J15 S12 
134,B,2.11,97.89,M15,"M15 L14 O14 N14 N15 M14 Q17 O16 K18 J18 N18 O18 L19 N19 J19 H18 R17 O19 M19",K18,M15 K18 O14 K16 Q17 N17 L2 H8 R12 
135,W,1.55,98.45,J18,"J18 M15 O14 L14 K16 L13 M14 H18 J19 J15 H16 G15 G16 F15",J18,J18 S16 N17 S12 R15 
136,B,1.86,98.14,M15,"M15 O14 K16 L14 J16 H18 G18 G17 G16 H16 D8 D9 H17 K19 L18 H16",M15,M15 K16 O14 N17 J19 Q17 L2 R12 
137,W,1.50,98.50,N17,"N17 M17 L14 O14 N14 N15 N18 Q17 O16 N19 O19 M19 P18 Q19 M14 R19 P19",N17,N17 O14 L14 M14 N15 K16 S12 L13 M12 K19 
138,B,1.91,98.09,M17,"M17 O14 K16 L14 H16 H18 G18 G17 F18 J15 J16 G16 H19",M17,M17 L14 O14 K16 
139,W,1.12,98.88,O14,"O14 K16 L14 J16 H18 G18 G17 G16 H16 D8 D9 H17 S12 R12 Q12 T11 H16 C8 E8 H17",L14,O14 L14 M14 K16 N15 L13 
140,B,2.10,97.90,O14,"O14 N14 N15 N18 M19 M14 Q17 O16 J19 H19 L19 K19 D8 D9 J19 H18",O14,O14 J19 N18 Q17 K16 
141,W,1.91,98.09,N14,"N14 N15 N18 N13 N12 M14 N13 L13 M19 L19 N19 O16 P15 Q15 P16",N14,N14 N15 S16 R15 S12 Q17 M14 M12 O11 
142,B,1.95,98.05,N15,"N15 N18 J19 H18 Q17 O16 N19 O19 M19 R17 P19 Q19",N15,N15 Q17 
143,W,1.50,98.50,N18,"N18 N13 N12 M14 N13 L13 M19 L19 N19 O16 P15 Q15 P16",N18,N18 M14 Q17 S12 L13 L11 S16 M12 O16 P15 R15 
144,B,2.50,97.50,J19,"J19 H18 M19 M14 Q17 S12 R12 Q12 T11 R17 O16 P15",N19,J19 Q17 N13 M19 N19 M14 O16 P15 R12 L2 K16 L19 
