move_num,color_next,winrate_B,winrate_W,LZ_next_move,variation,actual_next_move,LZ_all_next_moves
149,W,3.55,96.45,E15,"E15 F10 E10 E11 C18 B18 B19 J10 F14 J3 J4 H2",E15,E15 J10 F2 J13 P5 H13 J12 N2 K14 O7 G2 M2 B4 H12 N7 D1 J14 
150,B,3.98,96.02,F10,"F10 E10 E11 E9 D10 J10 J12 C18 B18 B19 H10 K11 G15 F15 G16 F16",F10,F10 J14 G15 C18 F15 G14 H14 H13 H11 
151,W,3.54,96.46,E10,"E10 E11 E9 D10 J10 J12 C18 B18 B19 H10 K11 G15 F15 G16 F16 G14",B4,E10 C18 F2 J10 G13 H13 Q11 P5 N2 M2 G2 J12 H14 J13 O7 K14 G14 F12 F14 B4 R7 S8 E12 
152,B,5.48,94.52,D1,"D1 F2 E1 C18 J14 J10 J11 K11 H10",D1,D1 B2 
153,W,4.20,95.80,F2,"F2 E1 E10 E11 C18 B18 B19 J10 F14 J3 J4",F2,F2 C1 B2 E10 G2 J10 C18 A2 H13 J13 J12 
154,B,4.19,95.81,E1,"E1 E10 E11 E9 D10 J10 J12 C18 B18 B19 H10 K11 G15 F15",E1,E1 F1 G15 
155,W,3.65,96.35,E10,"E10 E11 E9 D10 C18 J14 J10 H10 K11 J11 L10 J12 Q11",N2,E10 C18 J10 H13 N2 G13 J13 B2 M2 Q11 P5 F14 C1 F12 K14 F13 
156,B,4.72,95.28,N1,"N1 E10 E11 J10 J12 C18 B18 B19 H10 K11 J11 L10 G15",H2,N1 H2 F15 C18 J14 G15 M2 G14 
157,W,4.01,95.99,J3,"J3 J2 E10 E11 J10 J12 C18 B18 B19 P11 O10 R7",J3,J3 E10 P5 G2 J10 B2 N7 O8 O7 C18 
158,B,4.33,95.67,C18,"J2 E10 E11 C18 B18 B19 J14 J10 H10 K11 J12 J11",P11,C18 J2 F15 J14 G15 G14 R7 
159,W,3.07,96.93,E10,"E10 E11 C18 B18 B19 G15 F15 G16 F16 G14 J10",C18,E10 C18 J10 H13 O10 P5 G13 F14 J2 H14 J13 G14 S8 M1 M2 R7 O7 N7 Q10 
160,B,4.32,95.68,G14,"G14 G15 H14 J10 J11 K11 J12 F14",B18,G14 J2 B18 N10 J14 G15 F15 H14 H13 J10 G13 
161,W,3.10,96.90,E10,"E10 E11 B19 J2 J10 J12 O10 R7 F14 L10",H13,E10 F14 B19 J10 H13 O10 G13 P5 M1 J13 H14 G14 B17 N7 M2 J2 S8 F12 
162,B,4.39,95.61,J13,"J13 J14 J12 B19 J2 E10 E11 E9 D10 S8 N10 M9",J12,J13 J14 J12 H11 J10 G14 H10 L11 F15 M13 G12 
163,W,3.16,96.84,E10,"E10 E11 B19 F15 F16 E14 E16 J2 S8 O10 B17 B16 A18",E10,E10 B19 J13 F14 G13 G12 O10 J10 J2 P5 F12 K14 S8 B17 M1 R7 H10 
164,B,3.55,96.45,E11,"E11 J13 J10 B19 J2 E9 D10 S8 O10 B17 B16",E9,E11 G12 F12 E9 F15 G13 
165,W,2.82,97.18,F11,"F11 G11 F12 G12 F13 G13 F14 E11 B19 G14 G15 H15 H16 J2 E12",F12,F11 F12 J10 K14 H11 G12 B19 P5 S8 J13 B17 F14 F13 R7 O10 E12 H10 E11 
166,B,4.39,95.61,F15,"F15 F16 E14 E16 E12 H11 H10 J10 J11 J9 E11 F11 D10 G11 E10 J13 L11 L10 M13 K11",G12,F15 G12 E12 G13 F13 E11 H12 
167,W,2.78,97.22,F11,"F13 F15 F16 E14 E16 E12 F11 G11 G13 E11 B19 J2 S8 O10 B17 B16",F13,F11 F13 G13 H12 K14 H11 H10 G11 B17 E12 
168,B,4.12,95.88,F15,"F15 F16 E14 E16 E12 F11 G11 G13 E11 J2 N1 B19 F14 J13 J10 S8 O10 B17",F15,F15 F14 E12 G13 E11 F11 
169,W,4.31,95.69,F16,"F16 E14 E16 E12 K14 M13 F11 E11 H11 H10 J10 J11 J9 D10 G11 L10",F16,F16 K14 H12 F11 
170,B,4.39,95.61,E14,"E14 K14 M13 E16 E12 F11 E11 H11 L10 L8 N9 N12 H10 J10 G11 H12 G13 J9",E14,E14 F14 E12 
171,W,3.40,96.60,K14,"K14 M13 E16 E12 F11 E11 H11 L10 L8 N9 N12 H10 J10 G11 H12 G13 J9",E16,K14 E16 H10 J10 F11 H12 H11 E11 
172,B,4.52,95.48,E12,"E12 K14 M13 F11 E11 H11 L10 L8 N9 N12 H10 J10 G11 H12 G13 J9 G14 M10 J14 J13",E12,E12 G13 F14 
173,W,3.43,96.57,K14,"K14 K15 J14 M13 F11 G11 F14 E11 B19 A18 S8 O10 J10 L10 M9",F11,K14 F11 F14 H10 H12 P5 J13 B17 H11 G13 J10 E11 
174,B,5.20,94.80,G11,"G11 K14 J14 F14 J13 H14 E11 B19 J2 S8 O10 B17 B16 A18 F4 G3",H10,G11 E11 G13 H10 F14 H12 J10 
175,W,3.23,96.77,K14,"F14 E11 M1 F1 J2 C19 E19 J1 S8 O10 G2 G1",F14,K14 F14 E11 C11 B17 H11 H12 J13 
176,B,3.83,96.17,E11,"E11 M1 F1 G2 G1 J2 C19 E19 R7 O10 H14 J14 J13 H15 H1 J1",E11,E11 H14 
177,W,2.97,97.03,M1,"M1 F1 G2 G1 J2 C19 E19 R7 O10 H14 J14 J13 H15 H1 J1",M1,M1 J2 M2 S8 B19 O10 P5 R7 K14 N7 N4 B17 N17 J13 O7 Q10 H12 
178,B,3.43,96.57,C19,"F1 G2 G1 J2 C19 E19 R7 O10 H14 J14 J13 H15 H1 J1",G2,C19 F1 J2 G2 F4 H14 M4 L3 N1 
179,W,2.87,97.13,G3,"G3 F1 J2 C19 E19 R7 J13 J1 H12 L11 O10 M10 L9",J2,G3 F4 J2 P5 B19 F1 N7 O10 
180,B,4.01,95.99,C19,"C19 F1 F4 G3 D19 S8 O10 O9 N10 N9 P9 P18 F19",G3,C19 G3 R7 H14 
181,W,2.77,97.23,G4,"G4 F4 B19 A18 S8 O10 H1 F1 N7 Q5 P4 O4 P18 O18",G4,G4 P5 B19 S8 O10 F4 N7 R7 O7 J1 K14 Q10 
182,B,2.79,97.21,F4,"F4 B19 A18 H1 F1 S8 O10 O9 N10 N9 P9 P18 O18",F4,F4 J1 
183,W,2.45,97.55,B19,"B19 A18 H1 F1 S8 O10 O9 N10 N9 P9 P18 O18",H1,B19 H1 S8 O10 R7 N7 P5 K14 O7 N17 P18 J13 H12 B17 Q10 
184,B,2.90,97.10,F1,"F1 B19 A18 S8 O10 O9 N10 N9 P9 P18 O18 J13",F1,F1 C19 
185,W,2.68,97.32,B19,"B19 A18 S8 O10 N7 Q5 P4 O4 P18 O18 J13 H12 S9 J1 L2 G1",B19,B19 S8 P5 R7 O10 N7 O7 K14 J13 N17 H12 O18 O9 P18 O8 B17 Q10 N10 
186,B,2.80,97.20,A18,"A18 S8 O10 N7 Q5 P4 O4 P18 O18 J13 H12 S9 J1 L2 G1 L3",B17,A18 R7 B17 H14 N10 G13 O10 C19 D19 L8 J1 N9 
187,W,2.63,97.37,S8,"S8 O10 O9 N10 N9 M10 L8 P9 P18 O18 S9 J1 K1",S8,S8 J13 P18 O10 R7 K14 N7 P5 H12 N17 O18 N10 O7 O8 H14 S7 O9 J14 J1 Q10 
188,B,2.71,97.29,O10,"O10 P18 O18 N7 Q5 P4 O4 J13 H12 S9 J1",N10,O10 N10 N9 H14 S9 S7 
189,W,2.46,97.54,O8,"O8 O9 L8 H14 J14 J13 H15 P18 Q18 N18 S9",N9,O8 N7 M9 N8 N9 P5 O10 L8 K14 M10 J13 N11 N17 P18 H12 L9 
190,B,3.11,96.89,O9,"M10 L8 O9 O8 P9 H12 J13 H14 S9 R7 P18 Q18 N18",O9,O9 M10 O10 
191,W,2.54,97.46,O8,"O8 M10 L8 P9 J13 P18 Q18 N18 S9 J1 K1 G13 G14 J1 L2",O8,O8 M10 O10 N7 P5 M9 K14 J13 N17 L8 P18 H12 O18 N11 
192,B,2.72,97.28,M10,"M10 L8 N7 N8 P9 P18 O18 J13 S9 R7 J1 K1 R8 S7 J1 P8",P9,M10 P9 O10 M9 N7 R7 
193,W,2.39,97.61,J13,"J13 P18 Q18 M9 L8 N8 N7 N18 N9 Q5 P4 O4 H12",M10,J13 P18 K14 M10 H12 L8 P5 N11 N7 H14 J1 J14 S9 O7 N17 G11 O18 
194,B,3.35,96.65,G13,"G13 H14 G14 G15 G11 P18 O18 F15 S9 R7 J1 K1 R8 S7",H14,G13 H14 N7 S9 P18 J1 J13 J9 
195,W,2.79,97.21,J14,"J14 G13 G14 H15 G15 J13 P18 O18 H16 S9 R7 J1 K1 R8 S7 J1",J14,J14 G15 G13 H15 P5 K14 O6 G14 N11 J13 
196,B,3.31,96.69,G13,"G13 G14 H15 K14 M13 G15 J13 P18 O18 H16 S9 R7 J1 K1 R8 S7 J1 N11",G13,G13 J13 H15 G15 G14 
197,W,3.06,96.94,G14,"G14 H15 K14 M13 G15 J13 P18 O18 H16 S9 R7 J1 K1 R8 S7 J1 N11 O10 K1 N7 N8",G14,G14 G15 K14 H15 P5 G11 O7 N7 
198,B,3.09,96.91,H15,"H15 K14 M13 G11 H12 G15 J13 P18 O18 S9 J1 K1 N7 N8 J1 O7 O6 K1 R7",H15,H15 G11 
199,W,2.75,97.25,K14,"K14 M13 G15 J13 P18 O18 H16 S9 R7 J1 K1 R8 S7 J1 N11 O10 K1 N7 N8 J1",G15,K14 G15 G11 H12 
200,B,3.18,96.82,J13,"J13 P18 O18 K14 M13 H16 S9 R7 J1 K1 R8 S7 J1 N11 O10 K1 N7 N8 J1",J13,J13 H12 
201,W,3.04,96.96,P18,"P18 O18 K14 M13 H16 S9 R7 J1 K1 R8 S7 J1 N11 O10 K1 N7 N8 J1 G11 H12",P18,P18 S9 K14 O18 H16 G11 N17 P5 N11 O6 N7 O7 J15 P4 N4 Q5 
202,B,3.21,96.79,O18,"O18 K14 M13 H16 S9 R7 J1 K1 R8 S7 J1 N11 O10 K1 N7 N8 J1 G11 H12",O18,O18 N17 H16 S9 J15 N7 J1 N18 
203,W,3.05,96.95,S9,"S9 H16 K14 M13 N11 O10 O6 P5 O7 N5 S10 J1",H16,S9 K14 H16 N11 G11 P5 N7 O7 O6 J15 
204,B,3.37,96.63,S9,"S9 R7 H12 K14 M13 P13 N11 N7 N6 N4 Q5 O6 N5",H12,S9 N7 J1 M19 H12 N19 L18 
205,W,2.80,97.20,K14,"K14 M13 S9 N11 S10 J1 K1 N7 N8 J1 O7 O6 K1",K14,K14 P5 S9 N11 O7 N7 O6 P13 J1 Q5 
206,B,2.85,97.15,M13,"M13 S9 S10 J1 N11 P13 N12 L8 L10 N7 N6 O6 Q5",M13,M13 L14 M19 
207,W,2.64,97.36,S9,"S9 N11 S10 J1 K1 N7 N8 J1 O7 O6 K1 R7 S7 J1 R10 Q10 K1",S9,S9 N11 N7 O7 O15 P5 J1 P13 R7 O10 N4 N12 Q5 O6 M19 L8 J9 
208,B,2.70,97.30,N11,"N11 S10 J1 K1 N7 N8 J1 O7 O6 K1 R7 S7 J1 R10 Q10 K1 Q18 Q19 J1",O7,N11 S10 Q5 N7 O7 J1 L9 L8 M19 R7 N4 J9 M18 M4 P13 K8 L18 N8 C19 L19 N19 N1 
209,W,2.71,97.29,S10,"S10 J1 K1 N7 N8 J1 L2 G1 L3 H1 K1",N11,S10 L8 N12 N7 N11 J9 J1 M19 P5 N4 J6 N8 P8 O15 P13 L2 L18 O10 
210,B,2.84,97.16,O10,"O10 S10 P8 N8 J1 K1 L8 L9 J1 R10 Q10 K1 N19 L18",O10,O10 R7 
211,W,2.68,97.32,S10,"S10 P8 N8 J1 K1 L8 L9 J1 R10 Q10 K1 N19 L18",S10,S10 L8 P13 J9 N7 N8 J6 J1 L2 M19 O15 P8 P5 N4 L18 K8 O11 L3 S16 P4 N12 R7 L9 N18 L10 Q5 M18 
212,B,2.83,97.17,P8,"P8 N8 J1 K1 L8 L9 J1 R10 Q10 K1 N19 L18 J1 B2 A3",J1,P8 J1 N7 K8 Q5 L9 L8 M19 M18 L18 J9 J7 R7 R10 S7 M4 N19 C19 J6 L19 N1 T13 M2 
213,W,2.36,97.64,K1,"K1 N7 N8 J1 R10 Q10 K1 C19 D19 J1 B2 A3 K1 N19 L18 J1 A4 C1 K1",K1,K1 N7 L2 R10 P5 M19 
214,B,2.92,97.08,P8,"P8 N8 J1 R10 Q10 K1 M19 L18 J1 P5 P6 K1",P8,P8 N7 K8 P17 Q18 N19 J6 M19 R7 C19 P19 J9 L9 L8 L19 J7 M18 L18 S16 T2 H7 E19 M16 K15 S7 G16 
215,W,2.49,97.51,L8,"N8 J1 R10 Q10 K1 C19 D19 J1 B2 A3 K1 L8 L9 J1 A4 C1",R10,L8 J6 N8 J1 L2 R10 P5 M19 M9 L18 J9 N6 O15 
216,B,3.01,96.99,Q10,"Q10 J1 N8 M9 J9 K8 J6 H6 T10 R8 R7 S7 T9 M19 N18 O15 N15 N7 N6",Q10,Q10 J1 
217,W,2.92,97.08,J1,"J1 N8 M9 J9 K8 J6 H6 T10 R8 R7 S7 T9 M19 N18 O15 N15 N7 N6",T12,J1 L2 T12 L8 J6 N8 P5 T10 J9 T11 M19 O15 M9 
218,B,3.23,96.77,J1,"J1 L2 G1 L3 H1 K1 T11 T10 Q11 S12 N8 M9 J9 K8 J6 H6 M7 P5 P6",J1,J1 T11 N8 K8 
219,W,2.95,97.05,L2,"L2 G1 L3 H1 K1 T11 S12 N8 M9 T10 R8 R7 S7 T9 M7 N7 J6 J9 K8",L2,L2 O15 B2 K13 L3 P4 L14 P5 C12 G11 N6 
220,B,3.00,97.00,G1,"G1 L3 H1 K1 T11 S12 N8 M9 T10 R8 R7 S7 T9 M7 N7 J6 J9 K8",G1,G1 T11 N8 M18 J9 K8 L9 C19 M19 L8 L18 
221,W,2.93,97.07,L3,"L3 H1 K1 T11 T10 N8 M9 Q11 S12 J9 K8 J6 H6 M7 P5 P6 N4 Q5 P4 O4 R4",L3,L3 K1 
222,B,3.09,96.91,H1,"H1 K1 T11 T10 N8 M9 Q11 S12 J9 K8 J6 H6 M7 P5 P6 N4 Q5 P4 O4 R4",N8,H1 T11 N8 H7 R7 K8 L9 M19 J9 M18 L8 J15 K1 N19 D19 L18 J7 H4 C19 J6 L19 P19 P17 Q5 K15 
223,W,2.93,97.07,M9,"M9 T11 S12 M7 J9 T10 J6 S7 R7 R8 S6 T9",M9,M9 L8 T11 P4 O15 
224,B,2.93,97.07,T11,"T11 S12 M7 J9 T10 J6 S7 R7 R8 S6 T9 T7 Q5",T11,T11 J9 H1 M19 K15 J6 R7 N19 M18 M7 Q5 L18 C19 H4 K8 L19 P17 K1 L8 S7 Q18 J15 
225,W,2.88,97.12,T10,"T10 H1 K1 Q11 S12 J9 K8 J6 H6 M7 P5 P6 N4 Q5 P4 O4 R4",T10,T10 S12 O15 M7 P4 P5 M19 J9 
226,B,3.13,96.87,H1,"R7 S7 J9 K8 J6 H6 M7 M19 N19 L18 N17 S12",J9,H1 R7 J6 M7 J9 Q11 M19 N19 Q5 M18 C19 R8 S7 L19 J15 P17 L18 J7 L8 P19 N4 K1 K15 K8 T13 H4 O19 D19 T15 
227,W,2.83,97.17,L8,"L8 M7 P5 P6 N4 Q5 P4 O4 R4 N5",K8,L8 K8 J6 S12 P4 
228,B,3.39,96.61,R7,"Q11 S12 J6 H6 M7 P5 P6 N4 Q5 P4 O4 R4 N5 O15 N15",J6,R7 Q11 J6 M19 N19 M18 M7 H1 R8 Q5 C19 S7 P17 L18 K1 L19 T13 P19 S12 D19 S16 
229,W,2.87,97.13,H6,"H6 M7 N4 Q5 P4 O4 N5 N6 P5 P6 R4 N3 M4 M19",H6,H6 M19 M7 P5 S12 O15 P4 N4 N7 L18 G11 Q5 
230,B,2.97,97.03,Q11,"Q11 S12 M7 P5 P6 N4 Q5 P4 O4 R4 N5 O15 N15 M19",O15,Q11 M18 M7 M19 H1 R7 Q5 P17 N19 N4 C19 L19 L8 L18 R8 K1 S7 P19 O15 
231,W,2.82,97.18,N7,"P5 P6 Q5 N4 M7 N7 M4 M5 M19 N19 M18",L14,N7 M19 S12 P5 M7 P4 N4 N18 L18 P19 M16 M18 G11 R7 Q5 L14 
232,B,3.11,96.89,M14,"M14 M7 N7 M19 N19 L18 M16 P5 P6 N4 Q5 P4 O4",M14,M14 M18 M19 
233,W,2.81,97.19,N7,"M16 M15 M19 N19 L18 M7 P5 P6 N4 Q5",M7,N7 M16 M7 M19 S12 P5 P4 N4 L18 G11 M18 N18 Q5 P19 K13 R7 P17 L11 K1 
234,B,3.07,96.93,N7,"N7 M19 N19 M18 K19 P5 P6 N4 Q5 P4 O4",N7,N7 Q11 M19 Q5 H4 J4 D19 H1 M18 N19 R7 R8 C19 P19 L19 P17 K1 L8 L18 S7 T13 O19 E19 P4 N4 J15 M16 K19 
235,W,2.88,97.12,N4,"N4 Q5 P4 O4 N5 N6 P5 P6 R4 M19 L18 M16 O19 P17 Q18 Q11",L18,N4 S12 M16 P5 G11 M19 M18 P4 L18 N18 M5 Q5 K13 P19 R7 L11 
236,B,5.69,94.31,R7,"R7 S7 Q5 P4 O4 S12 Q11 M16 M15 N18 N19 M19 O19 N17 P19 Q19 P17 Q18",Q11,R7 Q11 Q5 O19 M16 S7 J15 D19 C19 N4 M19 P17 H1 P19 K1 R8 T13 L8 S12 
237,W,3.18,96.82,M16,"M16 M15 S12 N4 P5 P6 M4 M5 P4 O19 P19 P17 Q18 M19 M18 P16",S12,M16 S12 G11 P4 N18 P5 S16 
238,B,3.44,96.56,R7,"R7 S7 Q5 P4 O4 M16 M15 N18 N19 M19 O19 N17 P19 Q19 P17 Q18 O14 P13",O19,R7 M19 N4 H1 O19 M16 P17 R8 Q5 P4 C19 P19 K1 S7 T15 E19 Q18 N1 N17 A18 F6 H4 S16 G11 D19 T14 S15 L8 J4 T4 S4 T5 Q19 S6 T2 T3 
239,W,2.90,97.10,N4,"N4 Q5 P4 O4 M16 M15 N5 N6 P5 P6 R4 N3 M4 M19 M18",G11,N4 P17 M19 G11 M16 P4 R7 P19 P5 Q5 N18 M5 M4 P16 R8 K13 L11 
240,B,3.12,96.88,H11,"H11 N4 Q5 P4 O4 N5 N6 P5 P6 R4 N3 M4 M16 M19 N18 P19",H11,H11 S15 R7 S7 H1 S16 P19 R8 P17 T14 C19 Q18 L8 T15 K1 H4 Q19 
241,W,2.98,97.02,N4,"N4 Q5 P4 O4 N5 N6 P5 P6 R4 N3 M4 M16 M19 N18 P19 P17 Q18 F6 E7",M16,N4 P5 P4 M19 P17 M16 Q5 P19 M4 L11 K13 E6 M5 R7 
242,B,3.12,96.88,M15,"M15 N4 Q5 P4 O4 M19 P5 R4 P19 Q19 P17 Q18 P16 N18 N17",M15,M15 G16 T15 R7 S7 C19 T14 R8 H1 P19 Q18 S16 S15 Q19 
243,W,2.93,97.07,N4,"N4 Q5 P4 O4 P19 P17 Q18 P5 R4 M19 M18 P16 K13 K12",N4,N4 P17 M19 P5 P4 P19 P16 K13 R7 M5 Q5 L11 E6 
244,B,4.96,95.04,S15,"S15 T15 S16 S17 T14 T16 S7 R7 R8 S6 T8",Q5,S15 Q5 N5 R7 Q18 H1 P5 T14 Q19 P19 C19 P17 S7 P4 L8 K15 J15 T15 S16 R8 G16 
245,W,3.05,96.95,P4,"P4 O4 P16 P5 R4 M19 M18 P19 Q19 F6 E7 E6 K13 K12 L11 K11 N5 N6",P4,P4 N5 K13 R4 P19 
246,B,2.93,97.07,O4,"O4 P16 P5 R4 M19 M18 P19 Q19 F6 E7 E6 K13 K12 L11 K11 N5 N6",O4,O4 R7 S7 R4 T14 S15 R8 G16 T15 S16 L8 C19 K15 
247,W,2.54,97.46,P17,"P17 H1 K1 P19 Q19 P5 R4 M19 M18 F6 E7 E6 K13",N5,P17 P16 E6 M19 P19 N5 P5 K13 R7 R4 L11 N18 J15 
248,B,3.06,96.94,N6,"N6 P5 P6 R4 P19 Q19 P17 Q18 P16 M19 N18 E6 F6 E7 E5 K13 K12 L11 K11",N6,N6 S4 R7 R8 S7 R4 T14 S15 G16 S16 T15 P5 L8 
249,W,3.28,96.72,P5,"P5 R7 S7 P6 R4 P19 Q19 P17 Q18 P16 M19 N18 K13 K12 L11",P5,P5 P19 K13 M19 R4 N3 L11 
250,B,3.00,97.00,P6,"D19 E19 P6 R4 N3 M4 P19 Q19 P17 Q18 P16 M19 N18 E6 E5",P6,P6 R7 D19 N3 P19 H1 R4 S7 Q19 R8 Q18 J4 S4 K1 C19 J15 K15 S16 P17 S15 H4 G16 L8 T15 T14 T2 S17 
251,W,3.05,96.95,R4,"R4 R7 S7 P19 Q19 P17 Q18 P16 M19 N18 K13 K12 L11 K11",R4,R4 K13 
252,B,3.37,96.63,R7,"R7 S7 P19 Q19 P17 Q18 P16 M19 N18 K13 K12 L11 K11 E6 E5 N3",S18,R7 P19 P17 Q18 H1 R8 M19 F6 A18 N3 C19 K1 S7 Q19 T15 E19 S16 G16 J15 K13 D19 L8 H4 S15 T14 J7 O14 A19 N1 K15 P13 N17 L11 N12 J4 M18 R19 P16 L9 S17 
253,W,1.89,98.11,Q18,"Q19 S16 S17 T17 T15 T16 T18 T19 S15 T18 R18 T14 S19 S7",S16,Q18 P19 R18 S17 Q19 P17 S16 S15 M19 R7 N3 K1 
